dated_uid,dater_uid,interests_correlation,dater_liked_dated,probability_dated_wants_to_date,already_met_before,dater_wants_to_date,dated_wants_to_date,is_match
424542132644,314595423781,0.6,8.0,5.0,True,True,False,0
899077192767,314595423781,0.66,8.0,5.0,True,True,True,1
404123100973,314595423781,0.81,8.0,5.0,True,True,False,0
450646113847,314595423781,0.65,8.0,5.0,True,True,False,0
822373702876,314595423781,0.59,7.0,5.0,True,True,False,0
577695567174,314595423781,0.73,7.0,5.0,True,True,True,1
589323853010,314595423781,0.27,6.0,6.0,True,True,False,0
386978855654,314595423781,0.3,5.0,5.0,True,False,False,0
690193996734,314595423781,0.58,5.0,5.0,True,False,False,0
238851047973,314595423781,0.4,5.0,5.0,True,True,True,1
176223028705,314595423781,0.6,8.0,5.0,True,True,True,1
939389187628,314595423781,0.34,8.0,5.0,True,True,False,0
601605091641,980062689358,0.76,5.0,3.0,True,False,True,0
424542132644,980062689358,0.67,4.0,2.0,True,False,False,0
899077192767,980062689358,0.76,5.0,5.0,True,False,False,0
577695567174,980062689358,0.5,8.0,6.0,True,True,True,1
386978855654,980062689358,0.52,6.0,5.0,True,False,False,0
690193996734,980062689358,0.36,6.0,6.0,True,False,False,0
939389187628,980062689358,0.31,5.0,6.0,True,False,False,0
741070561091,397187481462,-0.29,8.0,8.0,True,True,True,1
832315252781,397187481462,-0.37,4.0,5.0,True,False,True,0
282937911943,397187481462,0.26,1.0,2.0,True,False,True,0
541611059870,397187481462,0.34,8.0,5.0,True,True,True,1
663426305326,397187481462,0.3,8.0,5.0,True,True,True,1
647712654568,397187481462,-0.24,8.0,8.0,True,True,True,1
561319501263,397187481462,0.44,9.0,9.0,True,True,True,1
249694674562,397187481462,0.35,2.0,5.0,True,False,False,0
741070561091,162644004488,0.08,8.0,1.0,True,True,False,0
832315252781,162644004488,-0.22,4.0,6.0,True,False,False,0
282937911943,162644004488,0.85,1.0,4.0,True,False,True,0
541611059870,162644004488,0.76,9.0,2.0,True,True,True,1
663426305326,162644004488,0.44,7.0,7.0,True,True,True,1
647712654568,162644004488,-0.28,9.0,7.0,True,True,False,0
561319501263,162644004488,-0.09,6.0,8.0,True,True,True,1
249694674562,162644004488,0.45,3.0,5.0,True,False,False,0
741070561091,103285621267,-0.05,10.0,1.0,True,False,False,0
832315252781,103285621267,0.07,5.0,8.0,True,False,False,0
282937911943,103285621267,0.58,2.0,6.0,True,False,True,0
541611059870,103285621267,0.71,10.0,10.0,True,True,True,1
663426305326,103285621267,0.4,8.0,8.0,True,False,False,0
647712654568,103285621267,-0.09,7.0,7.0,True,True,True,1
561319501263,103285621267,-0.13,8.0,8.0,True,True,True,1
741070561091,543128143029,0.08,10.0,10.0,True,True,True,1
832315252781,543128143029,-0.41,8.0,7.0,True,True,False,0
282937911943,543128143029,0.68,3.0,5.0,True,False,True,0
541611059870,543128143029,0.62,10.0,10.0,True,True,True,1
663426305326,543128143029,0.33,7.0,6.0,True,False,False,0
647712654568,543128143029,-0.42,7.0,6.0,True,True,True,1
561319501263,543128143029,-0.31,6.0,3.0,True,False,True,0
249694674562,543128143029,0.54,5.0,6.0,True,False,False,0
741070561091,833339983746,0.12,8.0,1.0,True,True,False,0
541611059870,833339983746,0.47,10.0,9.0,True,True,True,1
663426305326,833339983746,0.3,7.0,4.0,True,False,False,0
647712654568,833339983746,0.0,7.0,2.0,True,False,True,0
561319501263,833339983746,-0.5,8.0,1.0,True,False,True,0
647712654568,499545071444,-0.24,8.0,9.0,True,True,True,1
741070561091,450412992626,0.4,6.0,8.0,True,True,True,1
832315252781,450412992626,-0.31,4.0,6.0,True,False,False,0
282937911943,450412992626,0.64,1.0,8.0,True,False,False,0
541611059870,450412992626,0.53,5.0,7.0,True,True,True,1
663426305326,450412992626,0.69,7.0,8.0,True,False,True,0
647712654568,450412992626,-0.36,2.0,7.0,True,False,True,0
561319501263,450412992626,0.0,6.0,5.0,True,True,True,1
249694674562,450412992626,0.54,5.0,5.0,True,False,False,0
741070561091,897109477567,0.04,9.0,1.0,True,True,False,0
832315252781,897109477567,-0.28,9.0,1.0,True,True,False,0
282937911943,897109477567,0.83,5.0,10.0,True,False,True,0
541611059870,897109477567,0.72,8.0,1.0,True,True,False,0
663426305326,897109477567,0.14,9.0,1.0,True,True,False,0
647712654568,897109477567,-0.36,1.0,1.0,True,False,False,0
561319501263,897109477567,-0.15,9.0,1.0,True,True,False,0
249694674562,897109477567,0.52,9.0,1.0,True,True,False,0
397187481462,741070561091,-0.29,9.0,7.0,True,True,True,1
162644004488,741070561091,0.08,10.0,1.0,True,False,True,0
626373004458,741070561091,0.48,8.0,4.0,True,False,True,0
103285621267,741070561091,-0.05,10.0,1.0,True,False,False,0
543128143029,741070561091,0.08,10.0,10.0,True,True,True,1
833339983746,741070561091,0.12,10.0,1.0,True,False,True,0
450412992626,741070561091,0.4,8.0,9.0,True,True,True,1
897109477567,741070561091,0.04,7.0,7.0,True,False,True,0
397187481462,832315252781,-0.37,8.0,2.0,True,True,False,0
162644004488,832315252781,-0.22,4.0,2.0,True,False,False,0
626373004458,832315252781,0.13,4.0,1.0,True,False,True,0
103285621267,832315252781,0.07,4.0,2.0,True,False,False,0
543128143029,832315252781,-0.41,4.0,2.0,True,False,True,0
833339983746,832315252781,0.05,6.0,2.0,True,False,False,0
450412992626,832315252781,-0.31,5.0,8.0,True,False,False,0
897109477567,832315252781,-0.28,3.0,1.0,True,False,True,0
397187481462,282937911943,0.26,6.0,6.0,True,True,False,0
162644004488,282937911943,0.85,8.0,8.0,True,True,False,0
626373004458,282937911943,-0.04,7.0,2.0,True,True,False,0
103285621267,282937911943,0.58,6.0,6.0,True,True,False,0
543128143029,282937911943,0.68,7.0,7.0,True,True,False,0
833339983746,282937911943,0.33,7.0,8.0,True,True,False,0
450412992626,282937911943,0.64,8.0,8.0,True,False,False,0
897109477567,282937911943,0.83,7.0,7.0,True,True,False,0
397187481462,541611059870,0.34,8.0,8.0,True,True,True,1
162644004488,541611059870,0.76,7.0,5.0,True,True,True,1
626373004458,541611059870,-0.1,5.0,7.0,True,False,False,0
103285621267,541611059870,0.71,10.0,10.0,True,True,True,1
543128143029,541611059870,0.62,10.0,9.0,True,True,True,1
833339983746,541611059870,0.47,10.0,9.0,True,True,True,1
499545071444,541611059870,0.77,7.0,8.0,True,True,True,1
450412992626,541611059870,0.53,7.0,7.0,True,True,True,1
897109477567,541611059870,0.72,3.0,5.0,True,False,True,0
397187481462,663426305326,0.3,6.0,7.0,True,True,True,1
162644004488,663426305326,0.44,7.0,8.0,True,True,True,1
626373004458,663426305326,0.6,6.0,6.0,True,False,False,0
103285621267,663426305326,0.4,5.0,5.0,True,False,False,0
543128143029,663426305326,0.33,7.0,3.0,True,False,False,0
833339983746,663426305326,0.3,7.0,3.0,True,False,False,0
450412992626,663426305326,0.69,7.0,7.0,True,True,False,0
897109477567,663426305326,0.14,5.0,7.0,True,False,True,0
397187481462,647712654568,-0.24,10.0,10.0,True,True,True,1
162644004488,647712654568,-0.28,5.0,8.0,True,False,True,0
103285621267,647712654568,-0.09,7.0,10.0,True,True,True,1
543128143029,647712654568,-0.42,7.0,8.0,True,True,True,1
833339983746,647712654568,0.0,7.0,10.0,True,True,False,0
499545071444,647712654568,-0.24,8.0,7.0,True,True,True,1
450412992626,647712654568,-0.36,7.0,10.0,True,True,False,0
897109477567,647712654568,-0.36,4.0,7.0,True,False,False,0
397187481462,561319501263,0.44,9.0,8.0,True,True,True,1
162644004488,561319501263,-0.09,7.0,8.0,True,True,True,1
626373004458,561319501263,0.34,7.0,8.0,True,True,True,1
103285621267,561319501263,-0.13,8.0,9.0,True,True,True,1
543128143029,561319501263,-0.31,6.0,7.0,True,True,False,0
833339983746,561319501263,-0.5,8.0,8.0,True,True,False,0
450412992626,561319501263,0.0,8.0,8.0,True,True,True,1
897109477567,561319501263,-0.15,5.0,8.0,True,False,True,0
397187481462,249694674562,0.35,5.0,1.0,True,False,False,0
162644004488,249694674562,0.45,5.0,1.0,True,False,False,0
626373004458,249694674562,0.13,5.0,1.0,True,False,False,0
543128143029,249694674562,0.54,5.0,1.0,True,False,False,0
450412992626,249694674562,0.54,5.0,1.0,True,False,False,0
