PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P5351,31,Male,MBA,Baisya,IT,urban,Hindu,154,,5351
P5352,31,Male,MSC B.Ed,Sunni,MNC-IT,rural,Others,162,,5352
P5353,35,Male,MSC B.Ed,Kayastha,College lecturer,rural,Hindu,157,,5353
P5354,22,Male,MA,Baisya,Law Firm,urban,Hindu,162,,5354
P5355,29,Male,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,132,,5355
P5356,28,Female,Bcom,Tili,Business,rural,Hindu,154,,5356
P5357,39,Male,BA,Swarnakar,IT,rural,Hindu,162,,5357
P5358,18,Female,B.Tech,OBC,Bank,urban,Muslim,132,,5358
P5359,34,Female,MBA,Kayastha,IT,rural,Hindu,132,,5359
P5360,39,Male,MA,Kayastha,MNC-IT,rural,Hindu,152,,5360
P5361,19,Male,MBA,Tili,IT,urban,Hindu,157,,5361
P5362,38,Male,BSc,Brahmin,IT,rural,Christian,154,,5362
P5363,18,Male,MBA,SC,12LPA,urban,Hindu,152,,5363
P5364,37,Male,B.Tech,Brahmin,Pharma Co B'loe,rural,Others,132,,5364
P5365,29,Male,B.Tech,OBC,Researcg-Scholar-germany,urban,Hindu,157,,5365
P5366,38,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Others,132,,5366
P5367,30,Male,MA B.Ed,Sunni,Advocate,rural,Muslim,152,,5367
P5368,35,Female,B.Tech MBA,Kayastha,Bank,rural,Hindu,157,,5368
P5369,22,Male,LLB,Sunni,Business,urban,Hindu,132,,5369
P5370,24,Female,MSC B.Ed,Sunni,Law Firm,urban,Hindu,162,,5370
P5371,34,Female,MA B.Ed,SC,IT,rural,Hindu,162,,5371
P5372,28,Male,B.Tech,Sunni,Business,rural,Muslim,154,,5372
P5373,19,Female,LLB,Sunni,IT,urban,Hindu,132,,5373
P5374,19,Male,MA B.Ed,SC,Business,rural,Hindu,162,,5374
P5375,26,Male,MA B.Ed,Sunni,12LPA,rural,Muslim,157,,5375
P5376,19,Female,MA B.Ed,General,Bank,rural,Hindu,157,,5376
P5377,33,Male,BA B.Ed,General,Business,urban,Hindu,154,,5377
P5378,19,Male,B.Tech,Sunni,15LPA,urban,Christian,162,,5378
P5379,29,Female,MA,Brahmin,IT,urban,Muslim,132,,5379
P5380,33,Female,MA,Brahmin,Hospital Nurse,urban,Hindu,162,,5380
P5381,29,Female,MA,General,Business,urban,Muslim,162,,5381
P5382,25,Female,MA B.Ed,Sadgop,20LPA,urban,Hindu,152,,5382
P5383,24,Male,B.Tech,Kayastha,MNC-IT,urban,Hindu,152,,5383
P5384,21,Male,MA,General,15LPA,urban,Hindu,152,,5384
P5385,31,Female,MA B.Ed,Kayastha,12LPA,rural,Muslim,157,,5385
P5386,20,Male,B.Tech MBA,OBC,20LPA,rural,Others,132,,5386
P5387,34,Male,BA,Brahmin,IT,urban,Christian,162,,5387
P5388,36,Male,MA,SC,Business,rural,Hindu,162,,5388
P5389,34,Male,MA,Kayastha,Bank,urban,Sikh,152,,5389
P5390,26,Female,MA,Sunni,MNC-IT,urban,Hindu,152,,5390
P5391,30,Male,MA,Kayastha,MNC-IT,rural,Hindu,152,,5391
P5392,18,Male,MA B.Ed,Baisya,IT,urban,Muslim,152,,5392
P5393,33,Female,MA,Baisya,MNC-IT,urban,Christian,132,,5393
P5394,33,Male,MA,Sunni,IT,rural,Hindu,154,,5394
P5395,39,Female,MSC B.Ed,OBC,Business,rural,Hindu,132,,5395
P5396,20,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,154,,5396
P5397,36,Male,MA,Kayastha,MNC-IT,urban,Hindu,157,,5397
P5398,30,Male,B.Tech,Sunni,Researcg-Scholar-germany,urban,Hindu,154,,5398
P5399,27,Male,MA,Kayastha,Bank,rural,Hindu,132,,5399
P5400,31,Male,B.Tech,OBC,Business,rural,Hindu,154,,5400
P5401,22,Female,MA B.Ed,OBC,MNC-IT,urban,Hindu,157,,5401
P5402,20,Female,PhD,Baisya,Business,rural,Hindu,154,,5402
P5403,36,Male,MA,OBC,IT,rural,Hindu,132,,5403
P5404,22,Male,Bcom,SC,Law Firm,urban,Hindu,162,,5404
P5405,34,Male,B.Tech,Kayastha,IT,urban,Hindu,152,,5405
P5406,18,Male,BSc,Baisya,Researcg-Scholar-germany,urban,Sikh,132,,5406
P5407,20,Female,B.Tech MBA,Swarnakar,MNC-IT,rural,Muslim,154,,5407
P5408,33,Male,MSC B.Ed,Kayastha,20LPA,rural,Christian,157,,5408
P5409,37,Male,BA,Kayastha,IT,rural,Sikh,162,,5409
P5410,18,Male,MSC B.Ed,SC,Digital Marketting B'lore,rural,Sikh,154,,5410
P5411,33,Male,MBA,Kayastha,MNC-IT,urban,Muslim,162,,5411
P5412,22,Male,MSC B.Ed,Kayastha,Business,urban,Muslim,162,,5412
P5413,32,Male,MBA,General,MNC-IT,urban,Hindu,152,,5413
P5414,39,Male,MA B.Ed,Goala,IT,rural,Hindu,152,,5414
P5415,19,Female,MA,Kandi,IT,rural,Christian,154,,5415
P5416,37,Female,MSC B.Ed,OBC,Business,rural,Hindu,152,,5416
P5417,20,Female,MBA,General,MNC-IT,urban,Muslim,162,,5417
P5418,31,Male,MA,General,Law Firm,rural,Hindu,162,,5418
P5419,37,Male,MA B.Ed,General,IT,urban,Hindu,132,,5419
P5420,31,Male,BA,Sunni,Business,rural,Hindu,157,,5420
P5421,18,Female,LLB,Sunni,College lecturer,rural,Hindu,152,,5421
P5422,32,Female,MA,General,Hospital Nurse,urban,Hindu,152,,5422
P5423,32,Female,B.Tech MBA,Brahmin,MNC-IT,rural,Hindu,152,,5423
P5424,31,Male,BA,General,Advocate,urban,Hindu,154,,5424
P5425,27,Female,BA,Kayastha,MNC-IT,urban,Hindu,152,,5425
P5426,37,Male,B.Tech,Baisya,IT,urban,Hindu,132,,5426
P5427,18,Male,BA,Brahmin,Law Firm,urban,Hindu,162,,5427
P5428,18,Male,MBA,Brahmin,Business,rural,Hindu,152,,5428
P5429,23,Female,BSc,Kandi,College lecturer,rural,Sikh,152,,5429
P5430,25,Female,B.Tech,Kayastha,Pharma Co B'loe,urban,Hindu,132,,5430
P5431,35,Female,MBA,Brahmin,Business,urban,Muslim,152,,5431
P5432,38,Male,MA,SC,Advocate,rural,Hindu,157,,5432
P5433,18,Male,BA,Baisya,MNC-IT,rural,Sikh,162,,5433
P5434,26,Female,BA,Kayastha,Pharma Co B'loe,urban,Hindu,162,,5434
P5435,34,Male,MSC B.Ed,OBC,IT,urban,Sikh,132,,5435
P5436,26,Female,MBA,Sunni,MNC-IT,rural,Muslim,154,,5436
P5437,30,Female,B.Tech MBA,Kayastha,Business,rural,Muslim,157,,5437
P5438,23,Female,BA,Baisya,Pharma Co B'loe,rural,Hindu,157,,5438
P5439,35,Male,MBA,Baisya,12LPA,urban,Muslim,162,,5439
P5440,20,Male,B.Tech,Kayastha,MNC-IT,urban,Muslim,154,,5440
P5441,32,Male,BSc,Brahmin,IT,rural,Hindu,162,,5441
P5442,33,Male,MSC B.Ed,Brahmin,Digital Marketting B'lore,rural,Muslim,162,,5442
P5443,24,Female,PhD,Swarnakar,Business,rural,Hindu,132,,5443
P5444,21,Female,BA B.Ed,Brahmin,Digital Marketting B'lore,urban,Hindu,132,,5444
P5445,25,Female,LLM,Kayastha,MNC-IT,urban,Hindu,162,,5445
P5446,19,Female,MBA,Sunni,Business,urban,Christian,157,,5446
P5447,30,Male,BSc,Baisya,College lecturer,urban,Hindu,162,,5447
P5448,31,Male,B.Tech,General,Advocate,urban,Hindu,157,,5448
P5449,38,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Hindu,157,,5449
P5450,38,Female,B.Tech,Brahmin,Law Firm,urban,Muslim,152,,5450
P5451,26,Female,B.Tech,Baisya,Business,rural,Christian,162,,5451
P5452,26,Female,MA,Kayastha,Law Firm,urban,Hindu,157,,5452
P5453,26,Male,BA,OBC,MNC-IT,urban,Muslim,157,,5453
P5454,25,Female,MA,Kayastha,20LPA,urban,Christian,162,,5454
P5455,23,Female,MA,Brahmin,Law Firm,urban,Hindu,132,,5455
P5456,30,Male,BA,Brahmin,15LPA,urban,Hindu,154,,5456
P5457,27,Female,B.Tech,Kayastha,IT,rural,Christian,154,,5457
P5458,38,Female,MA,Kayastha,Business,rural,Hindu,162,,5458
P5459,24,Male,MSC B.Ed,Baisya,12LPA,rural,Hindu,162,,5459
P5460,37,Female,MSC B.Ed,SC,Digital Marketting B'lore,rural,Muslim,154,,5460
P5461,21,Female,B.Tech,SC,Bank,urban,Hindu,154,,5461
P5462,28,Male,MA,Kayastha,IT,rural,Sikh,152,,5462
P5463,24,Male,MA,Tili,IT,rural,Muslim,157,,5463
P5464,19,Female,MBA,SC,Business,rural,Christian,162,,5464
P5465,27,Male,MSC B.Ed,Sunni,IT,rural,Hindu,162,,5465
P5466,32,Female,MBA,Baisya,IT,rural,Hindu,132,,5466
P5467,24,Female,B.Tech,Kayastha,IT,rural,Hindu,157,,5467
P5468,23,Male,MA B.Ed,Brahmin,IT,rural,Muslim,162,,5468
P5469,35,Female,BA,Baisya,Bank,urban,Hindu,152,,5469
P5470,37,Male,MSC B.Ed,SC,MNC-IT,rural,Others,157,,5470
P5471,34,Male,MA B.Ed,Brahmin,IT,urban,Hindu,162,,5471
P5472,38,Female,MBA,SC,Business,rural,Hindu,152,,5472
P5473,18,Male,MA,OBC,Business,rural,Sikh,162,,5473
P5474,29,Male,B.Tech MBA,Brahmin,IT,rural,Hindu,132,,5474
P5475,33,Male,BA,Kayastha,MNC-IT,urban,Muslim,157,,5475
P5476,33,Male,BA,OBC,Law Firm,urban,Muslim,157,,5476
P5477,28,Female,B.Tech MBA,Baisya,12LPA,rural,Sikh,162,,5477
P5478,27,Male,MA,Kayastha,Bank,urban,Hindu,157,,5478
P5479,39,Female,BA,Brahmin,Business,urban,Hindu,152,,5479
P5480,37,Male,MA B.Ed,SC,12LPA,urban,Others,152,,5480
P5481,29,Female,MSC B.Ed,Kayastha,12LPA,urban,Hindu,162,,5481
P5482,37,Female,MBA,Kayastha,Business,urban,Others,154,,5482
P5483,20,Male,MSC B.Ed,General,College lecturer,urban,Christian,162,,5483
P5484,37,Female,BA,Tambuli,MNC-IT,urban,Hindu,132,,5484
P5485,31,Female,MBA,General,Law Firm,urban,Others,157,,5485
P5486,29,Female,LLM,OBC,MNC-IT,rural,Hindu,154,,5486
P5487,36,Female,MSC B.Ed,Kayastha,IT,rural,Muslim,162,,5487
P5488,38,Male,B.Tech,SC,MNC-IT,urban,Hindu,157,,5488
P5489,34,Male,MA,Kayastha,MNC-IT,rural,Hindu,152,,5489
P5490,22,Male,MSC B.Ed,Brahmin,Researcg-Scholar-germany,rural,Hindu,154,,5490
P5491,36,Female,MA,General,Advocate,rural,Hindu,157,,5491
P5492,24,Male,B.Tech,General,IT,urban,Muslim,157,,5492
P5493,39,Male,B.Tech,OBC,IT,urban,Hindu,162,,5493
P5494,29,Female,BA,Kayastha,IT,rural,Hindu,154,,5494
P5495,32,Male,BSc,Kumbhakar,IT,urban,Hindu,157,,5495
P5496,34,Female,MA,Brahmin,12LPA,urban,Hindu,152,,5496
P5497,27,Male,B.Tech MBA,SC,Business,urban,Sikh,154,,5497
P5498,25,Male,BA,Brahmin,IT,rural,Muslim,162,,5498
P5499,37,Male,B.Tech MBA,SC,MNC-IT,urban,Hindu,157,,5499
P5500,31,Female,B.Tech MBA,SC,MNC-IT,rural,Hindu,152,,5500
P5501,20,Male,B.Tech,General,Business,urban,Hindu,162,,5501
P5502,27,Female,BA,Brahmin,College lecturer,urban,Muslim,132,,5502
P5503,36,Male,LLB,Barujibi,IT,rural,Christian,162,,5503
P5504,20,Female,BSc,Brahmin,Bank,rural,Hindu,157,,5504
P5505,28,Male,BSc,Brahmin,Business,rural,Muslim,152,,5505
P5506,30,Female,MBA,Brahmin,IT,rural,Christian,157,,5506
P5507,36,Female,B.Tech,Kayastha,Researcg-Scholar-germany,rural,Hindu,162,,5507
P5508,37,Male,MA B.Ed,OBC,Advocate,rural,Sikh,152,,5508
P5509,20,Female,B.Tech MBA,Kayastha,IT,rural,Hindu,152,,5509
P5510,37,Female,MA B.Ed,Brahmin,Pharma Co B'loe,rural,Hindu,152,,5510
P5511,34,Female,MA,Kumbhakar,IT,rural,Muslim,154,,5511
P5512,34,Female,BSc,Baisya,IT,urban,Muslim,132,,5512
P5513,31,Female,BA,Kayastha,Bank,urban,Muslim,162,,5513
P5514,39,Male,B.Tech,Brahmin,Business,rural,Muslim,157,,5514
P5515,25,Male,BA,Napit,Business,urban,Hindu,154,,5515
P5516,34,Female,MBA,Brahmin,Business,rural,Muslim,132,,5516
P5517,30,Male,MBA,Kayastha,MNC-IT,urban,Hindu,157,,5517
P5518,35,Female,MSC B.Ed,Ganguly,College lecturer,urban,Hindu,154,,5518
P5519,34,Male,BSc,Brahmin,Advocate,urban,Hindu,162,,5519
P5520,34,Male,MA B.Ed,OBC,MNC-IT,urban,Hindu,154,,5520
P5521,36,Female,MBA,Ganguly,Business,urban,Muslim,132,,5521
P5522,35,Female,MA,Brahmin,IT,urban,Hindu,154,,5522
P5523,27,Female,B.Tech,Brahmin,20LPA,urban,Christian,132,,5523
P5524,39,Male,BA,SC,Business,rural,Hindu,157,,5524
P5525,29,Female,MA B.Ed,Kayastha,Bank,urban,Hindu,154,,5525
P5526,39,Male,BSc,Kumbhakar,Advocate,rural,Muslim,157,,5526
P5527,37,Female,B.Tech MBA,SC,Advocate,rural,Hindu,152,,5527
P5528,29,Male,MA B.Ed,Kayastha,MNC-IT,urban,Hindu,132,,5528
P5529,18,Female,B.Tech MBA,Sunni,Advocate,rural,Hindu,132,,5529
P5530,38,Female,BA,General,15LPA,rural,Muslim,154,,5530
P5531,31,Female,MA,Kayastha,12LPA,rural,Others,132,,5531
P5532,23,Female,MSC B.Ed,Brahmin,12LPA,urban,Hindu,154,,5532
P5533,32,Male,MBA,Baisya,Bank,rural,Hindu,157,,5533
P5534,22,Female,MSC B.Ed,General,IT,rural,Hindu,132,,5534
P5535,27,Female,B.Tech MBA,General,20LPA,urban,Muslim,152,,5535
P5536,23,Male,BA,Kayastha,IT,urban,Hindu,132,,5536
P5537,23,Male,BSc,Kayastha,Digital Marketting B'lore,rural,Hindu,154,,5537
P5538,29,Female,BA B.Ed,Kayastha,MNC-IT,rural,Muslim,162,,5538
P5539,26,Male,MA B.Ed,OBC,MNC-IT,rural,Christian,154,,5539
P5540,28,Female,MA,Kayastha,Business,rural,Hindu,157,,5540
P5541,37,Female,MBA,Brahmin,Hospital Nurse,rural,Hindu,152,,5541
P5542,34,Female,MA,SC,12LPA,urban,Hindu,157,,5542
P5543,24,Female,MA,Brahmin,Business,urban,Muslim,157,,5543
P5544,32,Female,MA,General,Digital Marketting B'lore,urban,Christian,162,,5544
P5545,24,Male,MA,Brahmin,Hospital Nurse,urban,Muslim,132,,5545
P5546,37,Male,B.Tech,Brahmin,IT,urban,Hindu,154,,5546
P5547,21,Female,MA B.Ed,Brahmin,Advocate,urban,Others,154,,5547
P5548,18,Female,BA,Brahmin,Business,rural,Christian,157,,5548
P5549,38,Male,MSC B.Ed,Brahmin,IT,urban,Muslim,132,,5549
P5550,19,Female,MA,Tili,Business,urban,Hindu,132,,5550
P5551,29,Male,BSc,Kayastha,Advocate,rural,Christian,162,,5551
P5552,23,Male,B.Tech,Brahmin,Advocate,urban,Hindu,162,,5552
P5553,33,Female,MA B.Ed,Kayastha,12LPA,urban,Hindu,152,,5553
P5554,35,Male,MSC B.Ed,Kayastha,IT,urban,Hindu,157,,5554
P5555,37,Female,B.Tech,OBC,MNC-IT,urban,Hindu,152,,5555
P5556,19,Female,B.Tech,SC,Business,rural,Christian,152,,5556
P5557,21,Male,MA B.Ed,General,Advocate,rural,Muslim,162,,5557
P5558,20,Male,MSC B.Ed,Brahmin,College lecturer,rural,Christian,157,,5558
P5559,26,Male,BSc,Brahmin,Hospital Nurse,rural,Hindu,152,,5559
P5560,18,Female,MSC B.Ed,General,Law Firm,urban,Hindu,154,,5560
P5561,30,Male,LLB,Namasudra,IT,urban,Christian,154,,5561
P5562,26,Female,B.Tech,Brahmin,20LPA,urban,Hindu,154,,5562
P5563,25,Female,MBA,Brahmin,Bank,rural,Muslim,162,,5563
P5564,38,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,157,,5564
P5565,26,Female,MA B.Ed,Kayastha,Digital Marketting B'lore,urban,Hindu,162,,5565
P5566,28,Female,MSC B.Ed,General,Business,rural,Others,157,,5566
P5567,35,Female,MBA,Kayastha,Bank,rural,Sikh,162,,5567
P5568,21,Female,MBA,Chatterjee,Business,urban,Hindu,162,,5568
P5569,38,Male,MA,Baisya,Hospital Nurse,urban,Hindu,152,,5569
P5570,39,Female,MBA,Kayastha,Digital Marketting B'lore,urban,Hindu,154,,5570
P5571,26,Female,BA,SC,Hospital Nurse,rural,Muslim,132,,5571
P5572,30,Male,BSc,General,Law Firm,urban,Hindu,157,,5572
P5573,26,Female,MSC B.Ed,OBC,12LPA,rural,Hindu,162,,5573
P5574,24,Female,MA,Brahmin,12LPA,urban,Hindu,157,,5574
P5575,19,Female,PhD,Tili,Bank,rural,Hindu,132,,5575
P5576,38,Male,B.Tech,Sunni,MNC-IT,urban,Hindu,132,,5576
P5577,20,Female,MSC B.Ed,Brahmin,College lecturer,rural,Hindu,157,,5577
P5578,28,Female,BSc,Kayastha,Business,urban,Hindu,154,,5578
P5579,28,Male,MBA,Kayastha,Bank,rural,Others,157,,5579
P5580,27,Male,B.Tech,Baisya,Business,urban,Hindu,157,,5580
P5581,22,Female,PhD,SC,Business,urban,Hindu,157,,5581
P5582,21,Male,BA,Banik,20LPA,urban,Muslim,162,,5582
P5583,37,Male,MBA,OBC,Business,rural,Others,154,,5583
P5584,25,Male,B.Tech MBA,Sunni,Business,urban,Others,154,,5584
P5585,35,Male,BSc,SC,Hospital Nurse,rural,Hindu,157,,5585
P5586,20,Female,MBA,Sunni,College lecturer,urban,Hindu,162,,5586
P5587,38,Male,MA B.Ed,Namasudra,Business,rural,Christian,162,,5587
P5588,31,Male,BA,Brahmin,College lecturer,rural,Hindu,132,,5588
P5589,32,Female,BSc,Kumbhakar,Pharma Co B'loe,urban,Hindu,154,,5589
P5590,22,Female,MBA,Kayastha,Digital Marketting B'lore,urban,Hindu,152,,5590
P5591,32,Male,BA B.Ed,Baisya,IT,rural,Hindu,157,,5591
P5592,24,Female,MA,Brahmin,IT,rural,Others,157,,5592
P5593,22,Female,BA,Kayastha,Bank,urban,Muslim,154,,5593
P5594,18,Female,BA B.Ed,Kayastha,15LPA,urban,Hindu,154,,5594
P5595,36,Male,BSc,Brahmin,MNC-IT,urban,Sikh,132,,5595
P5596,34,Female,BA,Brahmin,MNC-IT,rural,Hindu,154,,5596
P5597,32,Female,MSC B.Ed,Kayastha,MNC-IT,urban,Christian,157,,5597
P5598,39,Female,BSc,Kayastha,Business,urban,Hindu,154,,5598
P5599,23,Male,BA,Brahmin,MNC-IT,rural,Muslim,157,,5599
P5600,19,Female,MBA,SC,Law Firm,urban,Hindu,157,,5600
P5601,27,Female,MA B.Ed,Brahmin,Business,urban,Hindu,132,,5601
P5602,18,Male,B.Tech,Baisya,12LPA,urban,Others,157,,5602
P5603,33,Male,MA,OBC,IT,urban,Hindu,162,,5603
P5604,18,Female,B.Tech,SC,Bank,urban,Muslim,157,,5604
P5605,34,Female,MBA,General,MNC-IT,rural,Christian,154,,5605
P5606,24,Male,MA B.Ed,OBC,15LPA,rural,Hindu,132,,5606
P5607,31,Female,MSC B.Ed,Kayastha,Business,urban,Hindu,162,,5607
P5608,20,Male,LLB,Swarnakar,College lecturer,rural,Others,154,,5608
P5609,33,Female,PhD,General,MNC-IT,rural,Hindu,152,,5609
P5610,18,Female,B.Tech,Goala,MNC-IT,urban,Muslim,162,,5610
P5611,18,Female,Bcom,OBC,Bank,rural,Hindu,162,,5611
P5612,19,Female,MA,Kayastha,IT,urban,Muslim,162,,5612
P5613,21,Male,MA B.Ed,Brahmin,IT,urban,Hindu,154,,5613
P5614,20,Female,MA B.Ed,SC,20LPA,urban,Hindu,154,,5614
P5615,23,Female,MSC B.Ed,OBC,Bank,urban,Others,162,,5615
P5616,38,Male,BA,Baisya,Digital Marketting B'lore,urban,Muslim,152,,5616
P5617,22,Male,MBA,General,20LPA,urban,Sikh,162,,5617
P5618,20,Male,Bcom,Kayastha,Business,rural,Muslim,154,,5618
P5619,32,Female,MBA,OBC,IT,urban,Hindu,132,,5619
P5620,20,Female,MA,SC,Pharma Co B'loe,urban,Muslim,154,,5620
P5621,23,Male,B.Tech,Kayastha,Bank,urban,Hindu,154,,5621
P5622,36,Female,MSC B.Ed,OBC,Digital Marketting B'lore,rural,Hindu,152,,5622
P5623,29,Female,MA B.Ed,OBC,Law Firm,urban,Hindu,162,,5623
P5624,20,Male,MA,General,Digital Marketting B'lore,urban,Hindu,162,,5624
P5625,36,Male,MBA,Kayastha,MNC-IT,rural,Muslim,162,,5625
P5626,25,Female,MSC B.Ed,Kayastha,MNC-IT,urban,Hindu,162,,5626
P5627,28,Female,BA,Brahmin,IT,urban,Hindu,132,,5627
P5628,25,Female,MA,Brahmin,IT,urban,Hindu,152,,5628
P5629,38,Female,MA,Baisya,IT,rural,Others,132,,5629
P5630,34,Male,BSc,Kayastha,Business,urban,Hindu,162,,5630
P5631,28,Male,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,162,,5631
P5632,28,Female,MA,Kayastha,Business,rural,Hindu,132,,5632
P5633,34,Male,MSC B.Ed,Swarnakar,15LPA,rural,Muslim,154,,5633
P5634,31,Female,PhD,Kayastha,Bank,urban,Hindu,132,,5634
P5635,31,Male,MA,Brahmin,15LPA,rural,Muslim,154,,5635
P5636,29,Male,MSC B.Ed,Brahmin,Hospital Nurse,urban,Muslim,157,,5636
P5637,28,Male,PhD,General,MNC-IT,urban,Hindu,162,,5637
P5638,34,Female,MA B.Ed,Kayastha,IT,rural,Others,157,,5638
P5639,30,Female,MA,General,MNC-IT,urban,Hindu,152,,5639
P5640,21,Male,PhD,OBC,12LPA,rural,Christian,132,,5640
P5641,22,Male,MA B.Ed,OBC,Business,rural,Christian,154,,5641
P5642,35,Female,MSC B.Ed,Brahmin,Bank,rural,Muslim,132,,5642
P5643,19,Female,MBA,General,MNC-IT,rural,Muslim,154,,5643
P5644,21,Male,MA,Kayastha,12LPA,rural,Sikh,162,,5644
P5645,35,Male,MBA,Kayastha,20LPA,rural,Muslim,132,,5645
P5646,21,Male,MA,Kayastha,20LPA,urban,Muslim,157,,5646
P5647,31,Male,B.Tech,OBC,College lecturer,rural,Hindu,154,,5647
P5648,39,Male,B.Tech,Baisya,Bank,urban,Sikh,162,,5648
P5649,32,Female,MA,Brahmin,Hospital Nurse,rural,Hindu,157,,5649
P5650,27,Female,MSC B.Ed,SC,IT,rural,Muslim,152,,5650
P5651,34,Female,MBA,General,Advocate,urban,Sikh,132,,5651
P5652,18,Female,BA B.Ed,Swarnakar,Business,rural,Hindu,132,,5652
P5653,18,Female,MA B.Ed,Brahmin,Pharma Co B'loe,urban,Hindu,154,,5653
P5654,38,Male,MA B.Ed,SC,15LPA,urban,Hindu,154,,5654
P5655,22,Male,MSC B.Ed,SC,Researcg-Scholar-germany,urban,Hindu,157,,5655
P5656,35,Male,B.Tech,Biswas,Digital Marketting B'lore,urban,Hindu,154,,5656
P5657,27,Male,MA,Brahmin,Researcg-Scholar-germany,urban,Muslim,157,,5657
P5658,36,Male,MSC B.Ed,OBC,MNC-IT,urban,Muslim,132,,5658
P5659,29,Male,MBA,Kayastha,Researcg-Scholar-germany,urban,Christian,152,,5659
P5660,32,Male,MBA,Sunni,Law Firm,rural,Hindu,162,,5660
P5661,30,Female,MA,SC,IT,rural,Christian,132,,5661
P5662,18,Female,MA,Brahmin,IT,rural,Hindu,162,,5662
P5663,25,Female,B.Tech,Kayastha,12LPA,rural,Hindu,157,,5663
P5664,21,Female,PhD,Brahmin,12LPA,urban,Christian,154,,5664
P5665,37,Female,MSC B.Ed,Baisya,IT,rural,Hindu,132,,5665
P5666,27,Male,MBA,Baisya,MNC-IT,urban,Hindu,157,,5666
P5667,27,Female,MSC B.Ed,Brahmin,IT,rural,Hindu,152,,5667
P5668,38,Male,BA,Brahmin,IT,urban,Christian,162,,5668
P5669,38,Female,MA,General,Digital Marketting B'lore,urban,Hindu,154,,5669
P5670,26,Female,BSc,Kayastha,Digital Marketting B'lore,urban,Hindu,162,,5670
P5671,24,Female,BSc,Kayastha,Bank,urban,Christian,154,,5671
P5672,32,Female,MA B.Ed,Brahmin,Law Firm,rural,Others,162,,5672
P5673,26,Female,BA B.Ed,Kayastha,Business,urban,Muslim,132,,5673
P5674,26,Male,MA B.Ed,Brahmin,Digital Marketting B'lore,urban,Hindu,152,,5674
P5675,38,Male,MA B.Ed,Sunni,Hospital Nurse,urban,Hindu,154,,5675
P5676,29,Male,BA,Swarnakar,15LPA,urban,Muslim,132,,5676
P5677,18,Male,MA,Kayastha,MNC-IT,urban,Muslim,132,,5677
P5678,23,Female,MBA,Kayastha,IT,rural,Hindu,162,,5678
P5679,26,Female,B.Tech MBA,Brahmin,IT,urban,Muslim,154,,5679
P5680,30,Female,MBA,Brahmin,Business,urban,Muslim,154,,5680
P5681,31,Male,MA B.Ed,Kayastha,Advocate,rural,Muslim,154,,5681
P5682,24,Female,BA B.Ed,Brahmin,Pharma Co B'loe,urban,Hindu,132,,5682
P5683,37,Male,MA,Sunni,15LPA,rural,Hindu,154,,5683
P5684,39,Male,LLB,Baisya,Bank,rural,Muslim,152,,5684
P5685,38,Female,MBA,OBC,Business,rural,Christian,154,,5685
P5686,19,Female,BA,Brahmin,Business,urban,Hindu,152,,5686
P5687,27,Male,PhD,Brahmin,Hospital Nurse,urban,Hindu,132,,5687
P5688,19,Male,BA,General,Advocate,rural,Hindu,162,,5688
P5689,24,Female,MA B.Ed,Brahmin,12LPA,rural,Christian,162,,5689
P5690,31,Male,MBA,Kayastha,Bank,rural,Christian,132,,5690
P5691,24,Male,MA,Brahmin,IT,rural,Muslim,152,,5691
P5692,20,Female,MSC B.Ed,Brahmin,Digital Marketting B'lore,urban,Muslim,152,,5692
P5693,35,Female,B.Tech,SC,MNC-IT,rural,Muslim,152,,5693
P5694,24,Male,MA B.Ed,SC,Bank,rural,Hindu,157,,5694
P5695,20,Male,B.Tech,OBC,12LPA,rural,Christian,157,,5695
P5696,19,Male,B.Tech,Kayastha,IT,urban,Hindu,152,,5696
P5697,30,Male,MA B.Ed,Brahmin,Hospital Nurse,rural,Muslim,132,,5697
P5698,28,Female,MA B.Ed,General,Advocate,rural,Hindu,154,,5698
P5699,21,Male,MA,Brahmin,15LPA,rural,Hindu,157,,5699
P5700,39,Female,BA B.Ed,Brahmin,MNC-IT,urban,Hindu,132,,5700
P5701,38,Male,B.Tech,Kayastha,Business,rural,Sikh,132,,5701
P5702,35,Female,MSC B.Ed,SC,Business,rural,Others,152,,5702
P5703,31,Female,B.Tech,General,Bank,rural,Hindu,132,,5703
P5704,21,Female,MBA,SC,IT,rural,Hindu,154,,5704
P5705,22,Male,B.Tech MBA,Baisya,College lecturer,rural,Hindu,154,,5705
P5706,36,Male,MA,Baisya,12LPA,urban,Hindu,154,,5706
P5707,19,Male,BA,Swarnakar,Law Firm,rural,Muslim,152,,5707
P5708,33,Female,B.Tech,Napit,MNC-IT,urban,Hindu,157,,5708
P5709,27,Female,MSC B.Ed,Kayastha,Bank,urban,Christian,154,,5709
P5710,24,Male,MA B.Ed,SC,Business,urban,Muslim,162,,5710
P5711,34,Male,B.Tech,Kayastha,Hospital Nurse,urban,Hindu,157,,5711
