PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P4454,37,Female,B.Tech MBA,Brahmin,Advocate,urban,Hindu,162,,4454
P4455,28,Female,BA,Brahmin,Business,urban,Hindu,157,,4455
P4456,26,Male,MBA,Brahmin,IT,urban,Hindu,152,,4456
P4457,33,Female,B.Tech MBA,Mahishya,Advocate,rural,Hindu,162,,4457
P4458,23,Female,B.Tech,Kayastha,IT,rural,Hindu,154,,4458
P4459,19,Male,BA,Mahishya,Railway Asst. Engineer,urban,Sikh,154,,4459
P4460,23,Female,BA,Subarna Banik,Digital Marketting B'lore,urban,Hindu,157,,4460
P4461,18,Male,MA B.Ed,Kayastha,Professor,rural,Hindu,132,,4461
P4462,30,Male,MSC B.Ed,Brahmin,Asst Professor in Govt College,rural,Muslim,132,,4462
P4463,31,Male,M.Tech,Banerjee,B.Tech 10LPA,rural,Hindu,154,,4463
P4464,24,Female,B.Tech,Kayastha,Bank Manager,urban,Sikh,162,,4464
P4465,35,Male,MA B.Ed,Kayastha,B.Tech MBA Pvt 10LPA,rural,Hindu,162,,4465
P4466,39,Female,B.Tech,Kayastha,Asst Professor,rural,Hindu,157,,4466
P4467,36,Male,B.Tech,Kayastha,IT Engineer(U.K.),rural,Hindu,157,,4467
P4468,29,Male,B.Tech MBA,Kayastha,B.Tech 15LPA,rural,Hindu,152,,4468
P4469,23,Male,M.Tech,Kayastha,MNC-IT,urban,Hindu,162,,4469
P4470,27,Female,IIT,Kayastha,MNC 18LPA,urban,Hindu,154,,4470
P4471,27,Female,MBA,SC,Working at TCS,rural,Hindu,132,,4471
P4472,32,Male,MBBS,Yadav,MNC 18LPA,urban,Hindu,132,,4472
P4473,35,Male,BA,Kayastha,Pharma Co B'loe,urban,Hindu,152,,4473
P4474,18,Female,BA,SC,Business,rural,Hindu,154,,4474
P4475,38,Male,M.Tech,Brahmin,MNC,rural,Hindu,157,,4475
P4476,27,Male,B.Tech,Kayastha,Business,urban,Hindu,157,,4476
P4477,23,Male,MA,Kayastha,Business,urban,Hindu,132,,4477
P4478,19,Male,MSC B.Ed,Kayastha,Govt job,urban,Hindu,132,,4478
P4479,19,Male,IIT,Brahmin,MBA-10LPA,rural,Hindu,132,,4479
P4480,24,Female,B.Tech,Brahmin,Business,rural,Hindu,157,,4480
P4481,19,Female,B.Tech,Brahmin,Asst Professor in Govt College,urban,Hindu,154,,4481
P4482,23,Male,BA,Kayastha,Professor,urban,Hindu,157,,4482
P4483,34,Male,B.Tech,Kayastha,Advocate,urban,Hindu,157,,4483
P4484,34,Male,B.Tech,Kayastha,B.Tech 10LPA,rural,Hindu,132,,4484
P4485,24,Male,MA,Baisya,MBA 12LPA,urban,Hindu,132,,4485
P4486,20,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,154,,4486
P4487,20,Female,BA,Karmakar,Officer in Central Govt.,urban,Hindu,157,,4487
P4488,25,Male,B.Tech,Kayastha,MNC-IT,urban,Hindu,152,,4488
P4489,19,Male,MSC B.Ed,SC,Pharma Co B'loe,rural,Hindu,162,,4489
P4490,31,Male,MA,Brahmin,Business,urban,Hindu,132,,4490
P4491,31,Female,B.Tech MBA,Brahmin,B.Tech 15LPA,urban,Hindu,154,,4491
P4492,19,Male,B.Tech MBA,Baisya,Asst Professor,rural,Hindu,162,,4492
P4493,38,Female,"M.SC,PHD",Tili,MNC-IT,urban,Hindu,154,,4493
P4494,21,Male,MSC B.Ed,Brahmin,Business,urban,Hindu,132,,4494
P4495,22,Male,MBA,Brahmin,MNC-IT,urban,Hindu,152,,4495
P4496,33,Male,B.Tech,Baisya,College lecturer,urban,Hindu,152,,4496
P4497,28,Male,MBA,Kayastha,Law Firm,urban,Hindu,152,,4497
P4498,22,Female,IIT,Brahmin,Bank Manager,urban,Hindu,154,,4498
P4499,39,Female,MA,Brahmin,Digital Marketting B'lore,urban,Hindu,152,,4499
P4500,21,Female,B.Tech MBA,Barujibi,Bank,rural,Hindu,157,,4500
P4501,39,Female,MSC B.Ed,Yadav,Professor,urban,Hindu,154,,4501
P4502,28,Male,MBA,Brahmin,Working IN U.S.,urban,Hindu,152,,4502
P4503,18,Female,MSC B.Ed,Kayastha,MNC,urban,Hindu,152,,4503
P4504,21,Male,MA B.Ed,Banerjee,Bank Manager,rural,Hindu,132,,4504
P4505,23,Male,BSc,Kayastha,Advocate,urban,Hindu,162,,4505
P4506,37,Male,B.Tech,Mahishya,MBA 12LPA,urban,Hindu,154,,4506
P4507,30,Male,MSC B.Ed,Brahmin,Asst Professor in Govt College,rural,Hindu,132,,4507
P4508,27,Male,MBA,Barujibi,B.Tech 10LPA,urban,Hindu,152,,4508
P4509,26,Female,MBA,Brahmin,MNC-IT,urban,Hindu,132,,4509
P4510,37,Female,MBA,Sadgop,Professor,urban,Hindu,157,,4510
P4511,24,Male,B.Tech,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,162,,4511
P4512,29,Female,BA,Brahmin,College lecturer,urban,Hindu,132,,4512
P4513,39,Female,B.Tech,Kayastha,MNC-IT,urban,Hindu,132,,4513
P4514,28,Female,B.Tech,Brahmin,MNC,urban,Muslim,157,,4514
P4515,34,Female,MA,Kayastha,IT,urban,Hindu,162,,4515
P4516,28,Female,B.Tech,Kayastha,Advocate,rural,Hindu,154,,4516
P4517,39,Male,MA,Kayastha,Officer in Central Govt.,urban,Hindu,132,,4517
P4518,33,Female,IIT,Kayastha,IT,rural,Hindu,152,,4518
P4519,32,Male,BSc,Baisya,Working at Indian Oil 14LPA,rural,Hindu,162,,4519
P4520,29,Male,"M.SC,PHD",Mukherjee,MNC-IT,urban,Hindu,132,,4520
P4521,38,Male,LLM,Yadav,Pharma Co B'loe,rural,Hindu,154,,4521
P4522,30,Female,IIT,SC,Asst Professor,rural,Muslim,157,,4522
P4523,28,Male,MA B.Ed,Sadgop,Pharma Co B'loe,urban,Hindu,162,,4523
P4524,32,Male,B.Tech,Brahmin,Project Manager at IBM-35LPA,urban,Hindu,152,,4524
P4525,39,Male,B.Tech,Brahmin,Law Firm,urban,Sikh,162,,4525
P4526,28,Female,LLM,Mukherjee,Officer in Central Govt.,urban,Hindu,157,,4526
P4527,20,Male,MSC B.Ed,Sadgop,Professor,rural,Hindu,154,,4527
P4528,18,Female,IIT,SC,MNC 9LPA,urban,Hindu,157,,4528
P4529,33,Male,BA,Kayastha,Working at TCS,rural,Hindu,132,,4529
P4530,31,Male,B.Tech,Kayastha,IT,rural,Hindu,162,,4530
P4531,39,Male,MSC B.Ed,Brahmin,IT,rural,Hindu,157,,4531
P4532,33,Female,M.Tech,Brahmin,MNC-IT,rural,Hindu,162,,4532
P4533,31,Female,MBA,Banerjee,Working at Indian Oil 14LPA,urban,Others,157,,4533
P4534,22,Female,MA,Napit,Business,rural,Hindu,152,,4534
P4535,37,Male,"M.SC,PHD",Kayastha,MNC-IT,rural,Hindu,162,,4535
P4536,33,Female,MBA,Kayastha,Digital Marketting B'lore,urban,Hindu,157,,4536
P4537,36,Male,B.Tech,Kayastha,Law Firm,rural,Hindu,152,,4537
P4538,24,Female,B.Tech,Kayastha,B.Tech 10LPA,urban,Hindu,154,,4538
P4539,29,Male,B.Tech,Brahmin,Business,rural,Hindu,152,,4539
P4540,39,Male,IIT,Brahmin,Working at Indian Oil 14LPA,rural,Hindu,132,,4540
P4541,31,Female,MSC B.Ed,Kayastha,Project Manager at IBM-35LPA,urban,Hindu,157,,4541
P4542,18,Male,MA,Kayastha,IT,urban,Hindu,152,,4542
P4543,20,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Hindu,154,,4543
P4544,30,Female,BA,Brahmin,B.Tech 15LPA,urban,Hindu,162,,4544
P4545,32,Female,Bcom,Mahishya,MNC-IT,urban,Hindu,152,,4545
P4546,36,Female,B.Tech,Tili,MNC-IT,urban,Hindu,132,,4546
P4547,23,Female,PhD,Kayastha,Asst Professor,urban,Hindu,157,,4547
P4548,18,Female,MSC B.Ed,Banerjee,Bank Manager,urban,Hindu,157,,4548
P4549,21,Male,MSC B.Ed,SC,Railway Asst. Engineer,urban,Muslim,162,,4549
P4550,28,Female,B.Tech MBA,Brahmin,Working at Indian Oil 14LPA,rural,Hindu,154,,4550
P4551,26,Male,MBA,Sadgop,IT,rural,Hindu,132,,4551
P4552,18,Male,MSC B.Ed,Brahmin,MNC-IT,rural,Hindu,162,,4552
P4553,22,Male,B.Tech,Kayastha,IT,rural,Hindu,157,,4553
P4554,23,Male,B.Tech MBA,Sadgop,Business,rural,Hindu,132,,4554
P4555,19,Female,B.Tech,Napit,B.Tech 10LPA,urban,Hindu,132,,4555
P4556,32,Male,MBA,Namasudra,Asst Professor in Govt College,urban,Hindu,152,,4556
P4557,25,Male,B.Tech MBA,Kayastha,Law Firm,rural,Hindu,157,,4557
P4558,38,Male,MBA,Brahmin,Working IN U.S.,rural,Muslim,154,,4558
P4559,39,Male,B.Tech MBA,Kayastha,Asst Professor,rural,Hindu,152,,4559
P4560,22,Female,MBA,Kayastha,Officer in Central Govt.,urban,Hindu,162,,4560
P4561,18,Female,BSc,Sadgop,Officer in Central Govt.,urban,Hindu,157,,4561
P4562,18,Male,B.Tech,Kayastha,MNC 9LPA,rural,Hindu,157,,4562
P4563,33,Male,B.Tech,Sadgop,MNC,rural,Hindu,154,,4563
P4564,35,Male,B.Tech MBA,Kayastha,IT,urban,Hindu,157,,4564
P4565,34,Female,LLB,Mahishya,MNC,rural,Hindu,154,,4565
P4566,29,Male,MBA,Brahmin,Railway Asst. Engineer,urban,Hindu,162,,4566
P4567,36,Male,B.Tech,Brahmin,Business,urban,Hindu,132,,4567
P4568,26,Female,MA,Kayastha,MNC 9LPA,rural,Hindu,157,,4568
P4569,29,Male,MA,Brahmin,Working at Indian Oil 14LPA,rural,Hindu,157,,4569
P4570,29,Male,MA B.Ed,Kayastha,B.Tech 15LPA,rural,Hindu,152,,4570
P4571,25,Male,IIT,Brahmin,B.Tech 15LPA,rural,Hindu,157,,4571
P4572,25,Female,B.Tech,Kayastha,Project Manager at IBM-35LPA,urban,Hindu,152,,4572
P4573,35,Female,IIT,Namasudra,Law Firm,urban,Hindu,162,,4573
P4574,27,Female,LLM,Kayastha,College lecturer,rural,Muslim,154,,4574
P4575,39,Female,"M.Tech,PHD",Brahmin,MNC-IT,urban,Hindu,132,,4575
P4576,25,Female,MSC B.Ed,Brahmin,B.Tech 15LPA,rural,Hindu,132,,4576
P4577,37,Female,LLB,Karmakar,MBA 35LPA,urban,Hindu,162,,4577
P4578,35,Female,BA,Brahmin,Asst Professor,urban,Hindu,157,,4578
P4579,34,Male,IIT,Brahmin,IT,urban,Hindu,152,,4579
P4580,25,Female,MA B.Ed,Brahmin,Business,rural,Hindu,157,,4580
P4581,21,Female,MSC B.Ed,Brahmin,Professor,urban,Hindu,132,,4581
P4582,26,Female,B.Tech,Brahmin,MNC-IT,rural,Hindu,157,,4582
P4583,21,Female,MBBS,Banerjee,MBA 12LPA,urban,Hindu,154,,4583
P4584,30,Male,B.Tech,Kayastha,Advocate,urban,Hindu,132,,4584
P4585,26,Female,B.Tech MBA,Tili,IT,rural,Hindu,132,,4585
P4586,32,Female,MA,Kayastha,MBA 12LPA,rural,Hindu,152,,4586
P4587,26,Female,B.Tech MBA,Brahmin,Bank,urban,Christian,157,,4587
P4588,21,Female,MA B.Ed,Brahmin,Officer in Central Govt.,urban,Hindu,162,,4588
P4589,32,Female,IIT,Tili,MNC-IT,rural,Hindu,132,,4589
P4590,37,Female,MBA,Kayastha,Asst Professor in Govt College,urban,Sikh,152,,4590
P4591,19,Female,M.Tech,Kayastha,Railway Asst. Engineer,rural,Hindu,157,,4591
P4592,27,Female,BA,Brahmin,Working IN U.S.,urban,Hindu,157,,4592
P4593,27,Male,MA,Brahmin,MNC 18LPA,urban,Hindu,157,,4593
P4594,28,Female,B.Tech,Tantybaya,Bank,urban,Hindu,152,,4594
P4595,24,Male,BA B.Ed,Tili,Bank,urban,Hindu,154,,4595
P4596,22,Male,MA B.Ed,Brahmin,Business,rural,Hindu,154,,4596
P4597,36,Male,MA,Kayastha,MNC-IT,rural,Hindu,132,,4597
P4598,19,Female,MSC B.Ed,Karmakar,MBA 12LPA,urban,Hindu,162,,4598
P4599,32,Female,MA B.Ed,Sunni,Project Manager at IBM-35LPA,urban,Hindu,132,,4599
P4600,37,Male,B.Tech,Sunni,Advocate,urban,Hindu,162,,4600
P4601,31,Male,IIT,Brahmin,Researcg-Scholar-germany,rural,Hindu,157,,4601
P4602,27,Male,B.Tech MBA,Kayastha,Working at TCS,urban,Muslim,154,,4602
P4603,22,Female,BA,Subarna Banik,Officer in Central Govt.,urban,Hindu,152,,4603
P4604,38,Male,BSc,Brahmin,Pharma Co B'loe,urban,Hindu,162,,4604
P4605,23,Female,MBA,Brahmin,MNC-IT,urban,Hindu,154,,4605
P4606,34,Male,MBA,Kayastha,MNC 9LPA,urban,Hindu,157,,4606
P4607,39,Male,B.Tech MBA,SC,MNC,urban,Hindu,154,,4607
P4608,25,Male,B.Tech,Kayastha,Professor,urban,Hindu,157,,4608
P4609,34,Male,B.Tech MBA,Kayastha,College lecturer,urban,Hindu,132,,4609
P4610,21,Male,BA,SC,College lecturer,urban,Hindu,157,,4610
P4611,33,Male,MA B.Ed,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,162,,4611
P4612,30,Female,MBA,Brahmin,Working IN U.S.,urban,Hindu,132,,4612
P4613,38,Female,MSC B.Ed,Kayastha,Bank,rural,Muslim,132,,4613
P4614,37,Male,MBA,Kayastha,MNC-IT,rural,Hindu,157,,4614
P4615,31,Male,IIT,Kayastha,MNC-IT,rural,Hindu,157,,4615
P4616,28,Female,"M.SC,PHD",Sunni,Digital Marketting B'lore,urban,Hindu,152,,4616
P4617,30,Male,IIT,Kayastha,Law Firm,urban,Hindu,157,,4617
P4618,28,Female,B.Tech MBA,Brahmin,MNC-IT,urban,Hindu,157,,4618
P4619,33,Female,MBA,Brahmin,IT,urban,Hindu,154,,4619
P4620,21,Male,MA,Brahmin,Business,urban,Hindu,132,,4620
P4621,20,Male,MBA,Brahmin,MNC-IT,urban,Hindu,162,,4621
P4622,28,Female,B.Tech,Brahmin,Professor,rural,Hindu,154,,4622
P4623,18,Male,B.Tech,Kayastha,College lecturer,urban,Hindu,152,,4623
P4624,39,Male,MBA,Namasudra,Bank,urban,Hindu,132,,4624
P4625,34,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,154,,4625
P4626,27,Female,IIT,Kayastha,Working IN U.S.,rural,Hindu,157,,4626
P4627,27,Female,MA,Kayastha,Bank,rural,Hindu,152,,4627
P4628,26,Male,BA,Brahmin,Bank,urban,Hindu,132,,4628
P4629,34,Female,B.Tech,Kayastha,Working at TCS,rural,Sikh,152,,4629
P4630,26,Female,IIT,Kayastha,Business,rural,Hindu,157,,4630
P4631,38,Male,BA B.Ed,Sunni,Professor,rural,Christian,157,,4631
P4632,28,Female,"M.SC,PHD",Barujibi,Bank,rural,Hindu,152,,4632
P4633,26,Female,B.Tech MBA,Brahmin,IT,rural,Hindu,162,,4633
P4634,23,Female,MBA,Brahmin,Business,urban,Hindu,132,,4634
P4635,27,Male,B.Tech,Brahmin,IT,rural,Hindu,132,,4635
P4636,20,Female,MA B.Ed,Brahmin,B.Tech MBA Pvt 10LPA,urban,Hindu,157,,4636
P4637,37,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,162,,4637
P4638,29,Male,B.Tech,Brahmin,MNC,urban,Hindu,157,,4638
P4639,19,Male,MA B.Ed,Sunni,Digital Marketting B'lore,rural,Hindu,157,,4639
P4640,29,Female,B.Tech MBA,Kayastha,Asst Professor in Govt College,urban,Hindu,154,,4640
P4641,24,Female,B.Tech,Brahmin,Govt job,rural,Hindu,157,,4641
P4642,21,Female,MA,Kayastha,Digital Marketting B'lore,urban,Hindu,152,,4642
P4643,23,Male,B.Tech,Banerjee,Digital Marketting B'lore,urban,Hindu,132,,4643
P4644,20,Male,B.Tech,Tili,Asst Professor,urban,Hindu,152,,4644
P4645,34,Male,B.Tech,Tili,IT,urban,Hindu,157,,4645
P4646,24,Male,MA,Brahmin,Business,rural,Hindu,132,,4646
P4647,22,Female,MSC B.Ed,Kayastha,College lecturer,rural,Hindu,162,,4647
P4648,36,Male,B.Tech,General,Asst Professor,urban,Hindu,154,,4648
P4649,39,Female,B.Tech MBA,Brahmin,Advocate,urban,Hindu,132,,4649
P4650,20,Female,IIT,Brahmin,M.Teach 14LPA,rural,Hindu,162,,4650
P4651,26,Male,B.Tech,Kayastha,MNC-IT,rural,Hindu,162,,4651
P4652,20,Female,PhD,Sadgop,MBA-10LPA,rural,Hindu,132,,4652
P4653,36,Male,B.Tech MBA,Kayastha,B.Tech 10LPA,rural,Hindu,152,,4653
P4654,30,Female,BA,Sunni,Asst Professor,urban,Christian,154,,4654
P4655,28,Female,B.Tech MBA,Baisya,IT,urban,Hindu,132,,4655
P4656,25,Male,MSC B.Ed,Kayastha,IT,urban,Hindu,132,,4656
P4657,21,Female,B.Tech,Baisya,B.Tech MBA Pvt 10LPA,rural,Hindu,157,,4657
P4658,35,Female,B.Tech MBA,Kayastha,Digital Marketting B'lore,rural,Hindu,157,,4658
P4659,19,Female,BA,Sunni,Business,urban,Others,132,,4659
P4660,25,Male,MSC B.Ed,Kayastha,MNC 18LPA,urban,Hindu,154,,4660
P4661,39,Male,MBA,Kayastha,MNC,urban,Hindu,162,,4661
P4662,38,Female,B.Tech MBA,Mahishya,IT,rural,Hindu,152,,4662
P4663,20,Female,MA,Brahmin,Pharma Co B'loe,urban,Hindu,154,,4663
P4664,33,Female,B.Tech MBA,Kayastha,Business,urban,Hindu,152,,4664
P4665,36,Female,BSc,Brahmin,Law Firm,urban,Hindu,157,,4665
P4666,18,Female,BA,Kayastha,MNC-IT,urban,Hindu,154,,4666
P4667,32,Female,MSC B.Ed,Kayastha,IT Engineer(U.K.),rural,Hindu,162,,4667
P4668,24,Female,BA,Tili,College lecturer,rural,Hindu,132,,4668
P4669,33,Male,MA,Brahmin,Govt job,rural,Hindu,154,,4669
P4670,22,Male,B.Tech,General,Business,urban,Hindu,162,,4670
P4671,20,Male,MBA,Kayastha,Asst Professor in Govt College,rural,Hindu,152,,4671
P4672,21,Female,MSC B.Ed,Kayastha,Bank,rural,Hindu,157,,4672
P4673,26,Male,MSC B.Ed,Brahmin,Business,urban,Hindu,162,,4673
P4674,33,Female,B.Tech MBA,Kayastha,MNC,rural,Hindu,157,,4674
P4675,36,Male,M.Tech,Brahmin,Business,urban,Hindu,132,,4675
P4676,36,Male,M.Tech,Kayastha,Bank Manager,urban,Hindu,157,,4676
P4677,32,Female,BA,Kayastha,Project Manager at IBM-35LPA,urban,Hindu,162,,4677
P4678,29,Female,MBBS,Baisya,Bank,urban,Hindu,162,,4678
P4679,21,Female,IIT,Kayastha,B.Tech 10LPA,urban,Hindu,157,,4679
P4680,28,Female,B.Tech,Kayastha,MNC 18LPA,urban,Hindu,162,,4680
P4681,36,Female,MSC B.Ed,Kayastha,Working IN U.S.,rural,Hindu,154,,4681
P4682,39,Male,MA B.Ed,Brahmin,Business,urban,Hindu,152,,4682
P4683,30,Female,NIT,SC,Digital Marketting B'lore,urban,Hindu,154,,4683
P4684,23,Male,MBA,Kayastha,B.Tech MBA Pvt 10LPA,rural,Hindu,162,,4684
P4685,31,Female,MBBS,Brahmin,MNC-IT,urban,Hindu,154,,4685
P4686,21,Female,B.Tech,Kayastha,IT Engineer(U.K.),rural,Hindu,132,,4686
P4687,19,Female,B.Tech,Sadgop,IT Engineer(U.K.),urban,Hindu,157,,4687
P4688,36,Female,MSC B.Ed,Kayastha,Pharma Co B'loe,rural,Hindu,132,,4688
P4689,21,Male,MA,Brahmin,Project Manager at IBM-35LPA,rural,Hindu,132,,4689
P4690,22,Female,MA,Kayastha,Researcg-Scholar-germany,rural,Hindu,162,,4690
P4691,33,Male,B.com,Brahmin,Business,rural,Hindu,162,,4691
P4692,39,Female,B.Tech,Kayastha,IT,rural,Hindu,152,,4692
P4693,30,Male,MA,Kayastha,Advocate,urban,Hindu,132,,4693
P4694,39,Female,NIT,Namasudra,College lecturer,rural,Hindu,157,,4694
P4695,20,Male,B.Tech,Brahmin,Asst Professor,rural,Hindu,132,,4695
P4696,26,Female,BA,Kayastha,Bank,urban,Hindu,157,,4696
P4697,19,Female,MSC B.Ed,Brahmin,Business,urban,Christian,154,,4697
P4698,36,Female,MA B.Ed,Kayastha,MBA 12LPA,rural,Hindu,162,,4698
P4699,31,Female,MSC B.Ed,Sunni,IT,rural,Muslim,152,,4699
P4700,22,Male,BSc,SC,MNC 9LPA,urban,Hindu,154,,4700
P4701,22,Male,IIT,Kayastha,Pharma Co B'loe,rural,Hindu,162,,4701
P4702,38,Male,IIT,Kayastha,Bank,rural,Hindu,162,,4702
P4703,36,Male,B.Tech,Kayastha,MNC 9LPA,rural,Hindu,162,,4703
P4704,35,Male,B.Tech,Kayastha,Railway Asst. Engineer,rural,Hindu,157,,4704
P4705,28,Male,B.Tech,Brahmin,IT,rural,Hindu,154,,4705
P4706,38,Male,MA,Brahmin,IT,urban,Hindu,132,,4706
P4707,32,Female,MBA,Brahmin,Bank,rural,Hindu,152,,4707
P4708,25,Male,B.Tech,Kayastha,Working at Indian Oil 14LPA,urban,Hindu,152,,4708
P4709,33,Male,B.Tech,SC,Asst Professor in Govt College,rural,Hindu,152,,4709
P4710,20,Male,MBA,Baisya,IT,rural,Hindu,157,,4710
P4711,18,Male,IIT,Baisya,Officer in Central Govt.,rural,Hindu,154,,4711
P4712,32,Male,B.Tech,Kayastha,Working at TCS,urban,Hindu,132,,4712
P4713,24,Female,NIT,Kayastha,MBA 12LPA,rural,Hindu,154,,4713
P4714,21,Male,MBA,Brahmin,MNC-IT,rural,Hindu,162,,4714
P4715,23,Female,BSc,Brahmin,Working at Indian Oil 14LPA,urban,Others,157,,4715
P4716,37,Male,MBA,Brahmin,MNC-IT,urban,Hindu,154,,4716
P4717,34,Female,BA,Baisya,MNC,urban,Hindu,152,,4717
P4718,20,Male,IIT,Brahmin,MNC-IT,urban,Hindu,132,,4718
P4719,28,Female,B.Tech,Brahmin,Law Firm,rural,Hindu,132,,4719
P4720,27,Female,Bcom,Kayastha,M.Teach 14LPA,urban,Hindu,157,,4720
P4721,23,Male,B.Tech,Mahishya,MBA 35LPA,urban,Christian,162,,4721
P4722,20,Female,MA B.Ed,Sunni,Bank,urban,Hindu,152,,4722
P4723,20,Female,MA,Brahmin,MNC-IT,urban,Hindu,132,,4723
P4724,19,Male,MA B.Ed,Kayastha,Bank Manager,rural,Hindu,157,,4724
P4725,23,Female,MSC B.Ed,Brahmin,B.Tech 15LPA,urban,Hindu,154,,4725
P4726,33,Female,B.com,Tantybaya,Bank,rural,Hindu,162,,4726
P4727,25,Male,MA B.Ed,Brahmin,IT,urban,Hindu,132,,4727
P4728,25,Male,M.Tech,Brahmin,MNC 9LPA,urban,Hindu,132,,4728
P4729,23,Male,IIT,Kayastha,Bank,rural,Hindu,132,,4729
P4730,35,Female,MSC B.Ed,Brahmin,Business,urban,Hindu,157,,4730
P4731,19,Male,M.Tech,Kayastha,Officer in Central Govt.,urban,Hindu,152,,4731
P4732,33,Male,"M.SC,PHD",Brahmin,IT,rural,Hindu,132,,4732
P4733,24,Male,BA,Mahishya,MNC-IT,rural,Hindu,154,,4733
P4734,18,Male,MBA,Kayastha,Officer in Central Govt.,rural,Christian,132,,4734
P4735,25,Female,IIT,Kayastha,Railway Asst. Engineer,urban,Hindu,154,,4735
P4736,18,Female,B.com,Tantybaya,MBA 35LPA,rural,Hindu,132,,4736
P4737,31,Male,"M.Tech,PHD",Kayastha,Law Firm,rural,Hindu,162,,4737
P4738,30,Male,MBA,Brahmin,Officer in Central Govt.,rural,Hindu,152,,4738
P4739,35,Female,B.Tech,Kayastha,Asst Professor in Govt College,rural,Hindu,162,,4739
P4740,28,Male,B.Tech,Brahmin,Asst Professor,urban,Hindu,162,,4740
P4741,26,Male,IIT,Baisya,MNC-IT,rural,Hindu,152,,4741
P4742,28,Male,B.Tech,Mahishya,IT,urban,Hindu,162,,4742
P4743,22,Male,B.Tech,Brahmin,Bank,rural,Hindu,154,,4743
P4744,20,Male,BA B.Ed,Namasudra,Business,urban,Hindu,152,,4744
P4745,33,Female,"M.Tech,PHD",Brahmin,MNC-IT,rural,Hindu,154,,4745
P4746,25,Female,B.com,Kayastha,Asst Professor in Govt College,urban,Hindu,162,,4746
P4747,25,Female,B.Tech MBA,Kayastha,Bank,urban,Hindu,154,,4747
P4748,34,Male,LLM,Kayastha,Business,urban,Hindu,132,,4748
P4749,18,Male,MBBS,Kayastha,B.Tech 15LPA,rural,Hindu,152,,4749
P4750,30,Female,MBA,Kayastha,Bank,urban,Christian,157,,4750
P4751,20,Female,IIT,Kayastha,Asst Professor,rural,Hindu,154,,4751
P4752,35,Male,B.Tech MBA,Kayastha,Working IN U.S.,urban,Hindu,152,,4752
P4753,31,Female,BA B.Ed,Namasudra,Advocate,urban,Sikh,154,,4753
P4754,30,Male,B.Tech,Brahmin,Bank,rural,Hindu,157,,4754
P4755,22,Female,MA,Sunni,Asst Professor in Govt College,urban,Hindu,157,,4755
P4756,30,Female,MA,Brahmin,Asst Professor in Govt College,urban,Others,162,,4756
P4757,21,Female,B.Tech MBA,SC,College lecturer,urban,Hindu,157,,4757
P4758,37,Female,IIT,Brahmin,MNC 9LPA,rural,Others,152,,4758
P4759,24,Male,B.Tech,Pal,MNC-IT,urban,Hindu,152,,4759
P4760,19,Male,B.Tech,Kayastha,Working IN U.S.,urban,Hindu,154,,4760
P4761,26,Male,B.Tech MBA,Mahishya,MBA-10LPA,urban,Hindu,152,,4761
P4762,26,Male,B.Tech MBA,Brahmin,B.Tech 10LPA,rural,Hindu,157,,4762
P4763,24,Male,MBA,Brahmin,Bank Manager,rural,Hindu,152,,4763
P4764,24,Male,MBA,Brahmin,IT,urban,Hindu,162,,4764
P4765,28,Male,MA,Brahmin,B.Tech 15LPA,rural,Hindu,154,,4765
P4766,28,Female,B.Tech,Brahmin,Railway Asst. Engineer,urban,Hindu,154,,4766
P4767,23,Female,BSc,Kayastha,Bank Manager,urban,Hindu,154,,4767
P4768,35,Female,LLM,Brahmin,IT Engineer(U.K.),rural,Hindu,157,,4768
P4769,19,Male,B.Tech,Subarna Banik,Advocate,rural,Hindu,152,,4769
P4770,36,Female,B.Tech,Kayastha,Business,urban,Hindu,152,,4770
P4771,25,Male,MBA,Tili,MBA 12LPA,urban,Hindu,152,,4771
P4772,30,Male,MBA,Kayastha,Bank,urban,Muslim,132,,4772
P4773,33,Male,M.Tech,SC,IT Engineer(U.K.),urban,Hindu,154,,4773
P4774,20,Female,B.Tech,Kayastha,MNC 9LPA,urban,Hindu,162,,4774
P4775,29,Female,IIT,Tili,B.Tech 10LPA,urban,Hindu,152,,4775
P4776,21,Male,B.Tech,Brahmin,Asst Professor,urban,Hindu,152,,4776
P4777,29,Male,BA,Kayastha,Advocate,urban,Hindu,157,,4777
P4778,38,Female,MSC B.Ed,Kayastha,MNC 18LPA,rural,Hindu,154,,4778
P4779,32,Female,BA,Kayastha,MNC 18LPA,rural,Hindu,157,,4779
P4780,35,Female,BA B.Ed,Brahmin,Asst Professor,urban,Hindu,154,,4780
P4781,34,Female,B.Tech MBA,Kayastha,M.Teach 14LPA,urban,Hindu,154,,4781
P4782,34,Female,B.Tech,Brahmin,Officer in Central Govt.,rural,Hindu,152,,4782
P4783,36,Female,B.Tech MBA,Brahmin,MBA 12LPA,rural,Hindu,157,,4783
P4784,32,Female,MBA,Kayastha,B.Tech 10LPA,urban,Hindu,154,,4784
