,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Urban_Rural,Marital_Satisfaction,Divorce_Status,Income_Level,Spouse_Working,Inter-Caste,Inter-Religion
4740,38,Female,PhD,Different,Hindu,Rural,High,No,Middle,Yes,No,No
4741,33,Female,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,No
4742,39,Female,Graduate,Different,Muslim,Rural,Medium,No,Middle,Yes,No,No
4743,25,Female,School,Same,Sikh,Rural,High,No,Low,No,Yes,No
4744,25,Male,PhD,Same,Hindu,Rural,High,No,High,No,Yes,No
4745,25,Male,School,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
4746,27,Male,School,Same,Hindu,Urban,Low,No,High,Yes,No,No
4747,25,Female,Postgraduate,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
4748,38,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
4749,35,Male,Graduate,Same,Christian,Urban,Low,No,Middle,Yes,No,Yes
4750,32,Male,School,Different,Muslim,Urban,Medium,No,Middle,Yes,No,No
4751,37,Female,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
4752,37,Male,Postgraduate,Same,Muslim,Urban,Medium,No,Low,Yes,No,Yes
4753,37,Female,PhD,Same,Others,Urban,Low,No,Middle,Yes,No,No
4754,20,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,No,Yes,Yes
4755,33,Male,Postgraduate,Same,Muslim,Urban,Medium,No,Middle,No,No,Yes
4756,39,Male,Postgraduate,Different,Muslim,Rural,Medium,No,Low,Yes,No,No
4757,36,Male,School,Different,Hindu,Rural,Medium,No,High,Yes,No,Yes
4758,26,Female,PhD,Same,Muslim,Urban,Medium,No,High,Yes,Yes,No
4759,25,Female,Postgraduate,Same,Hindu,Urban,Medium,Yes,High,No,Yes,No
4760,26,Female,PhD,Same,Hindu,Rural,High,No,High,Yes,Yes,No
4761,25,Female,School,Different,Christian,Urban,Medium,Yes,Middle,No,No,No
4762,32,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
4763,23,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
4764,34,Female,Postgraduate,Same,Muslim,Rural,High,No,Middle,Yes,No,Yes
4765,36,Male,School,Same,Sikh,Urban,High,No,Low,Yes,Yes,No
4766,30,Male,School,Same,Hindu,Urban,Medium,No,High,Yes,No,No
4767,32,Male,Graduate,Different,Muslim,Rural,High,No,Middle,Yes,No,No
4768,31,Female,School,Same,Hindu,Urban,High,No,Middle,Yes,No,Yes
4769,21,Male,Graduate,Different,Hindu,Urban,High,No,Middle,Yes,Yes,No
4770,29,Female,Postgraduate,Same,Hindu,Rural,Medium,Yes,High,Yes,No,No
4771,38,Female,Graduate,Different,Muslim,Urban,Medium,Yes,Middle,Yes,Yes,Yes
4772,28,Female,PhD,Different,Muslim,Urban,Medium,No,Low,Yes,No,No
4773,30,Male,Graduate,Same,Christian,Urban,High,No,Middle,No,Yes,No
4774,33,Male,School,Same,Hindu,Rural,High,No,Low,No,No,No
4775,33,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
4776,20,Female,Graduate,Same,Muslim,Urban,Medium,No,High,No,Yes,No
4777,38,Male,Graduate,Same,Others,Rural,Medium,No,Middle,Yes,Yes,No
4778,21,Male,PhD,Same,Hindu,Urban,High,No,Low,Yes,No,No
4779,28,Male,Graduate,Same,Hindu,Rural,Low,No,High,Yes,No,No
4780,39,Male,School,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
4781,38,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,Yes,No
4782,18,Male,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,Yes,No
4783,24,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Low,No,Yes,No
4784,24,Male,Postgraduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,Yes
4785,28,Male,Postgraduate,Same,Christian,Urban,High,No,Middle,Yes,Yes,No
4786,19,Female,Graduate,Different,Hindu,Rural,Medium,No,Low,Yes,Yes,No
4787,35,Female,Postgraduate,Same,Christian,Rural,Medium,No,Middle,No,No,No
4788,25,Male,Graduate,Same,Hindu,Urban,Medium,No,High,No,Yes,No
4789,33,Male,Postgraduate,Same,Muslim,Rural,Medium,Yes,Low,Yes,No,Yes
4790,18,Female,PhD,Different,Hindu,Rural,High,No,High,Yes,No,Yes
4791,28,Female,Postgraduate,Same,Others,Urban,Medium,No,Middle,No,Yes,No
4792,28,Male,PhD,Same,Others,Rural,Medium,No,High,No,Yes,No
4793,19,Female,School,Same,Hindu,Urban,Low,No,Low,Yes,No,No
4794,32,Female,Postgraduate,Same,Hindu,Urban,High,No,High,No,No,No
4795,37,Female,School,Same,Hindu,Rural,High,No,Middle,Yes,No,No
4796,37,Female,PhD,Same,Others,Rural,Medium,No,Low,No,No,No
4797,26,Female,School,Same,Muslim,Rural,High,No,Middle,No,No,No
4798,18,Male,Postgraduate,Same,Hindu,Rural,High,No,High,Yes,No,No
4799,33,Male,School,Same,Hindu,Rural,High,No,Low,No,Yes,Yes
4800,20,Female,Graduate,Same,Hindu,Rural,Low,No,High,Yes,No,No
4801,32,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
4802,39,Male,Graduate,Different,Christian,Urban,Low,No,High,No,No,Yes
4803,18,Female,Graduate,Same,Christian,Rural,Medium,No,Middle,No,No,No
4804,28,Male,School,Same,Christian,Rural,Low,No,Middle,Yes,Yes,Yes
4805,25,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
4806,31,Male,School,Same,Others,Rural,Medium,No,Middle,Yes,Yes,No
4807,28,Female,Graduate,Different,Christian,Urban,High,No,Middle,Yes,No,Yes
4808,23,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
4809,19,Male,PhD,Same,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
4810,31,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
4811,18,Female,Graduate,Same,Muslim,Rural,High,No,Middle,No,No,Yes
4812,24,Male,School,Different,Hindu,Urban,Medium,No,Middle,No,Yes,Yes
4813,30,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
4814,32,Male,Postgraduate,Different,Christian,Urban,Medium,No,Middle,Yes,No,No
4815,39,Male,Graduate,Same,Hindu,Urban,Low,No,High,Yes,No,No
4816,33,Male,School,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
4817,37,Male,Graduate,Different,Muslim,Urban,High,No,High,Yes,Yes,No
4818,29,Female,School,Different,Hindu,Urban,High,No,Middle,Yes,Yes,No
4819,38,Female,Graduate,Different,Muslim,Urban,Medium,No,High,No,No,No
4820,32,Male,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
4821,26,Female,Graduate,Same,Muslim,Urban,Low,No,Middle,Yes,Yes,No
4822,39,Male,Postgraduate,Different,Sikh,Rural,Medium,No,Middle,No,No,No
4823,39,Male,School,Same,Sikh,Urban,High,No,Low,No,Yes,No
4824,20,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
4825,26,Male,Postgraduate,Different,Hindu,Urban,Low,No,Middle,No,No,No
4826,22,Female,Graduate,Different,Hindu,Urban,Low,No,Middle,No,Yes,No
4827,24,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,Yes
4828,31,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
4829,27,Female,Postgraduate,Same,Hindu,Rural,High,No,Middle,Yes,Yes,No
4830,33,Female,School,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
4831,27,Male,Graduate,Same,Hindu,Rural,High,No,High,No,No,No
4832,31,Female,School,Same,Christian,Urban,Medium,No,Middle,Yes,No,No
4833,30,Male,PhD,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
4834,19,Male,School,Same,Christian,Rural,Medium,No,High,Yes,No,No
4835,31,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
4836,30,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
4837,26,Female,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
4838,21,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
4839,33,Female,PhD,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
4840,19,Male,School,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
4841,27,Female,Graduate,Different,Christian,Rural,High,No,Middle,No,No,No
4842,36,Male,School,Different,Hindu,Urban,High,No,Middle,Yes,Yes,No
4843,32,Female,Postgraduate,Different,Hindu,Urban,Low,No,Middle,Yes,Yes,No
4844,20,Female,School,Same,Others,Urban,High,No,High,No,No,No
4845,35,Male,Postgraduate,Same,Hindu,Rural,Medium,No,High,No,No,No
4846,18,Female,School,Same,Muslim,Urban,High,No,High,Yes,No,No
4847,21,Female,Graduate,Same,Christian,Urban,Medium,No,Middle,Yes,No,Yes
4848,19,Male,Graduate,Different,Christian,Rural,Medium,No,High,No,Yes,Yes
4849,29,Male,School,Different,Hindu,Rural,Medium,No,Middle,No,No,No
4850,18,Female,Postgraduate,Same,Hindu,Urban,Medium,No,High,Yes,No,Yes
4851,37,Male,Postgraduate,Different,Hindu,Urban,High,No,Middle,No,No,No
4852,21,Female,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
4853,28,Male,Graduate,Same,Muslim,Urban,High,No,High,No,No,No
4854,26,Male,School,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
4855,30,Female,Postgraduate,Same,Christian,Urban,Medium,No,High,No,No,No
4856,18,Female,School,Different,Sikh,Urban,High,Yes,High,Yes,No,No
4857,30,Female,School,Same,Hindu,Urban,Low,No,Low,Yes,Yes,No
4858,26,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
4859,22,Female,Postgraduate,Same,Hindu,Rural,High,No,Middle,No,Yes,No
4860,21,Male,School,Different,Hindu,Urban,High,Yes,High,No,Yes,No
4861,34,Female,Graduate,Same,Others,Rural,High,No,Middle,Yes,No,No
4862,19,Male,Postgraduate,Same,Christian,Urban,High,No,High,No,Yes,No
4863,35,Female,School,Same,Hindu,Urban,Medium,No,Middle,No,No,No
4864,34,Male,School,Same,Hindu,Urban,Low,No,Low,No,No,No
4865,18,Female,School,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
4866,26,Male,Graduate,Different,Muslim,Urban,High,No,Low,Yes,Yes,No
4867,38,Male,Postgraduate,Same,Sikh,Urban,High,No,Middle,No,No,No
4868,18,Female,Postgraduate,Different,Muslim,Rural,High,No,Middle,No,No,Yes
4869,27,Male,Graduate,Same,Hindu,Urban,Medium,Yes,Middle,Yes,Yes,No
4870,39,Female,School,Same,Hindu,Urban,Medium,Yes,Low,Yes,No,Yes
4871,34,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Low,No,Yes,No
4872,30,Female,Graduate,Same,Sikh,Urban,High,No,Low,Yes,No,Yes
4873,25,Male,Postgraduate,Different,Hindu,Rural,Low,No,Middle,Yes,No,No
4874,20,Male,Graduate,Same,Hindu,Urban,High,No,Low,No,No,No
4875,20,Male,Graduate,Same,Sikh,Urban,Medium,No,High,No,No,Yes
4876,25,Female,Postgraduate,Same,Others,Rural,High,No,Middle,Yes,No,Yes
4877,26,Male,School,Same,Muslim,Rural,High,No,Middle,No,Yes,No
4878,31,Female,Graduate,Same,Hindu,Rural,High,No,Low,Yes,Yes,No
4879,26,Male,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
4880,23,Male,Graduate,Same,Hindu,Rural,Medium,No,High,Yes,Yes,No
4881,31,Female,School,Same,Hindu,Urban,High,No,Middle,No,Yes,No
4882,34,Male,PhD,Same,Hindu,Urban,Medium,No,High,Yes,Yes,No
4883,28,Female,School,Same,Muslim,Urban,High,No,Low,Yes,No,No
4884,30,Female,School,Same,Muslim,Rural,High,No,Middle,No,No,Yes
4885,19,Female,Graduate,Different,Hindu,Rural,High,No,Low,Yes,No,Yes
4886,23,Male,Postgraduate,Different,Hindu,Urban,High,No,Low,Yes,No,No
4887,19,Male,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,Yes
4888,18,Male,Graduate,Same,Muslim,Urban,Medium,No,Middle,No,Yes,No
4889,28,Male,School,Same,Muslim,Rural,Low,No,Low,No,No,No
4890,31,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
4891,26,Female,School,Same,Hindu,Urban,High,No,Low,No,Yes,No
4892,31,Male,School,Same,Hindu,Rural,High,No,Middle,Yes,No,No
4893,36,Female,School,Same,Christian,Rural,High,No,Middle,Yes,No,Yes
4894,36,Female,Graduate,Same,Muslim,Rural,High,No,Middle,No,Yes,No
4895,36,Male,Graduate,Different,Others,Rural,High,No,Low,No,Yes,No
4896,36,Female,School,Different,Hindu,Urban,Medium,Yes,Middle,Yes,No,Yes
4897,37,Female,School,Same,Sikh,Urban,Medium,No,Middle,No,No,No
4898,28,Male,School,Different,Hindu,Rural,High,No,High,Yes,No,Yes
4899,18,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,No,No,No
4900,38,Female,School,Same,Others,Rural,Medium,No,Middle,No,No,No
4901,39,Female,School,Same,Hindu,Rural,Medium,No,Low,No,No,No
4902,24,Male,School,Same,Hindu,Urban,High,Yes,Low,Yes,No,Yes
4903,34,Male,Graduate,Different,Hindu,Urban,Medium,No,High,No,No,Yes
4904,38,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
4905,31,Male,Postgraduate,Same,Hindu,Urban,Low,No,Middle,No,Yes,No
4906,34,Male,Graduate,Same,Hindu,Rural,Low,No,Low,Yes,Yes,No
4907,34,Male,School,Different,Hindu,Rural,High,No,High,Yes,Yes,No
4908,28,Female,Graduate,Same,Others,Urban,High,No,Middle,Yes,Yes,No
4909,29,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,Yes
4910,34,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,No,Yes
4911,32,Female,PhD,Different,Hindu,Rural,Medium,No,Low,No,No,No
4912,24,Male,PhD,Different,Muslim,Rural,High,Yes,Middle,Yes,No,Yes
4913,30,Female,Graduate,Same,Christian,Rural,Low,No,Low,No,Yes,No
4914,23,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
4915,26,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
4916,36,Female,Postgraduate,Same,Muslim,Urban,High,No,Low,No,No,No
4917,29,Female,Graduate,Same,Sikh,Urban,Medium,No,Middle,No,No,Yes
4918,38,Female,Postgraduate,Different,Muslim,Urban,Medium,No,Middle,Yes,Yes,Yes
4919,37,Female,Graduate,Same,Hindu,Rural,Medium,No,High,Yes,No,No
4920,31,Male,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
4921,31,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,Yes
4922,18,Male,Graduate,Different,Muslim,Rural,Low,No,Middle,Yes,Yes,Yes
4923,24,Female,PhD,Same,Hindu,Urban,High,No,Middle,No,No,No
4924,33,Female,School,Same,Others,Urban,High,Yes,Low,No,No,No
4925,30,Male,PhD,Same,Hindu,Urban,High,No,High,No,No,No
4926,21,Female,School,Different,Hindu,Urban,High,No,Low,No,No,No
4927,22,Female,Postgraduate,Same,Muslim,Urban,Low,No,Middle,No,Yes,No
4928,37,Female,Postgraduate,Different,Hindu,Rural,High,No,Middle,Yes,No,No
4929,34,Female,Graduate,Different,Hindu,Rural,High,No,High,Yes,No,Yes
4930,35,Female,School,Different,Others,Rural,Low,No,High,Yes,No,No
4931,38,Male,School,Same,Others,Rural,High,No,Middle,No,No,No
4932,34,Female,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
4933,21,Female,Graduate,Same,Muslim,Urban,Low,No,Low,Yes,No,No
4934,33,Female,Graduate,Different,Hindu,Rural,Medium,No,Low,No,No,No
4935,18,Female,Graduate,Same,Muslim,Urban,High,No,High,Yes,No,No
4936,29,Female,Graduate,Same,Others,Rural,High,No,High,No,Yes,No
4937,27,Male,PhD,Same,Muslim,Rural,Medium,No,Middle,Yes,No,No
4938,38,Female,School,Same,Others,Urban,Medium,No,Low,No,No,No
4939,22,Male,School,Same,Hindu,Urban,Medium,No,Middle,No,No,No
4940,28,Female,School,Same,Hindu,Urban,Low,Yes,Middle,Yes,No,Yes
4941,25,Male,Graduate,Same,Muslim,Rural,Medium,No,Middle,Yes,No,No
4942,23,Female,Graduate,Different,Hindu,Rural,Medium,No,High,No,No,No
4943,22,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
4944,34,Female,School,Same,Hindu,Urban,Low,No,Middle,No,No,No
4945,35,Female,School,Different,Hindu,Urban,Low,No,Middle,No,No,No
4946,35,Male,Graduate,Different,Hindu,Urban,High,No,High,No,No,Yes
4947,22,Female,School,Same,Muslim,Rural,High,No,Low,No,No,No
4948,21,Male,Graduate,Same,Muslim,Rural,High,No,Low,Yes,No,Yes
4949,22,Male,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
4950,37,Male,Postgraduate,Different,Hindu,Urban,Medium,No,High,Yes,No,No
4951,39,Male,Graduate,Same,Hindu,Rural,Medium,Yes,Low,No,No,No
4952,22,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
4953,28,Male,Postgraduate,Different,Others,Urban,Low,No,Low,No,No,No
4954,31,Male,Graduate,Same,Muslim,Urban,Medium,Yes,Middle,Yes,Yes,No
4955,30,Female,Postgraduate,Same,Christian,Rural,Medium,No,Middle,No,Yes,No
4956,22,Female,Postgraduate,Different,Hindu,Urban,Low,No,Low,Yes,No,No
4957,19,Male,Postgraduate,Same,Hindu,Urban,Low,No,High,No,No,No
4958,24,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
4959,28,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
4960,25,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
4961,36,Male,School,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
4962,24,Female,Graduate,Different,Hindu,Rural,Medium,Yes,Middle,Yes,No,No
4963,32,Female,Graduate,Same,Christian,Urban,Medium,Yes,Middle,Yes,No,No
4964,26,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
4965,21,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
4966,23,Female,School,Same,Christian,Urban,Medium,No,Middle,Yes,No,No
4967,36,Male,School,Different,Sikh,Rural,Medium,No,Low,No,Yes,No
4968,35,Male,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,Yes,No
4969,29,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
4970,35,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,No,No,No
4971,28,Female,Postgraduate,Same,Hindu,Rural,High,No,High,No,No,Yes
4972,27,Female,School,Same,Others,Urban,Medium,No,Low,Yes,Yes,No
4973,20,Male,Graduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
4974,27,Male,Postgraduate,Different,Christian,Rural,High,No,High,Yes,No,No
4975,24,Male,School,Same,Muslim,Urban,Medium,No,High,No,No,No
4976,18,Female,School,Different,Muslim,Rural,Medium,No,Middle,No,Yes,No
4977,22,Male,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
4978,37,Female,School,Same,Sikh,Urban,Medium,No,Low,Yes,No,No
4979,35,Male,Graduate,Different,Others,Rural,Medium,No,Low,No,No,No
4980,21,Female,Graduate,Different,Hindu,Rural,Low,Yes,Middle,Yes,Yes,No
4981,38,Female,School,Same,Muslim,Urban,Medium,No,Middle,No,No,No
4982,20,Male,Graduate,Same,Muslim,Urban,Medium,Yes,High,No,No,No
4983,29,Male,School,Different,Christian,Rural,High,No,Middle,Yes,No,Yes
4984,23,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
4985,19,Male,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
4986,31,Female,School,Same,Hindu,Urban,Medium,No,Low,No,No,No
4987,36,Male,School,Different,Others,Rural,Medium,No,Middle,Yes,No,No
4988,25,Male,PhD,Same,Hindu,Urban,High,No,Middle,Yes,Yes,Yes
4989,25,Male,Graduate,Same,Others,Urban,Low,No,Middle,Yes,No,Yes
4990,32,Male,Postgraduate,Same,Hindu,Rural,High,No,Middle,Yes,No,No
4991,19,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
4992,33,Female,School,Same,Hindu,Urban,High,No,Low,No,Yes,No
4993,31,Female,Postgraduate,Same,Christian,Urban,Medium,No,Low,No,Yes,No
4994,35,Male,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,No
4995,21,Female,Graduate,Same,Sikh,Rural,High,No,Middle,Yes,No,No
4996,20,Male,Graduate,Different,Muslim,Rural,Medium,No,Middle,No,No,No
4997,26,Female,PhD,Same,Hindu,Urban,Low,No,Middle,Yes,No,No
4998,38,Female,School,Different,Muslim,Urban,High,No,Middle,No,No,No
4999,27,Male,School,Different,Hindu,Rural,High,No,Middle,No,No,No
5000,30,Male,Graduate,Same,Sikh,Urban,Medium,No,Middle,Yes,Yes,No
5001,28,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
5002,20,Female,PhD,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
5003,21,Male,School,Same,Christian,Urban,Medium,No,Middle,Yes,No,Yes
5004,24,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
5005,30,Female,School,Different,Muslim,Rural,High,No,Middle,Yes,No,No
5006,33,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
5007,26,Male,School,Same,Hindu,Rural,Medium,No,High,Yes,No,No
5008,38,Male,Graduate,Same,Hindu,Rural,High,No,Middle,No,Yes,No
5009,33,Male,Postgraduate,Same,Christian,Urban,High,No,High,Yes,No,Yes
5010,19,Male,School,Same,Others,Rural,High,No,Middle,Yes,No,Yes
5011,30,Male,Postgraduate,Same,Hindu,Rural,High,No,Low,Yes,No,No
5012,36,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
5013,33,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
5014,38,Male,Postgraduate,Same,Hindu,Rural,High,No,Middle,No,No,No
5015,25,Female,Graduate,Same,Hindu,Urban,High,No,Low,Yes,Yes,Yes
5016,30,Male,Graduate,Different,Hindu,Urban,High,No,Low,No,No,No
5017,38,Male,Postgraduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
5018,22,Female,School,Same,Hindu,Urban,Medium,No,High,Yes,No,No
5019,30,Male,Graduate,Same,Hindu,Rural,Low,No,Low,No,Yes,No
5020,24,Female,Postgraduate,Different,Sikh,Rural,High,No,Middle,No,No,Yes
5021,35,Male,Postgraduate,Same,Muslim,Rural,High,No,High,Yes,Yes,No
5022,32,Female,PhD,Same,Christian,Urban,High,No,Middle,Yes,Yes,No
5023,32,Male,School,Different,Hindu,Urban,Medium,No,Low,Yes,Yes,No
5024,31,Male,Postgraduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
5025,29,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
5026,30,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,Yes,No
5027,19,Male,Graduate,Same,Muslim,Urban,Low,No,Middle,Yes,No,No
5028,27,Male,Postgraduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
5029,22,Male,Graduate,Same,Muslim,Urban,Medium,No,Middle,No,No,Yes
5030,18,Male,PhD,Same,Muslim,Rural,Low,No,Low,No,No,No
5031,19,Female,Graduate,Same,Muslim,Urban,High,No,Middle,No,No,No
5032,20,Female,School,Same,Hindu,Urban,High,No,Middle,No,No,No
5033,36,Female,School,Same,Hindu,Rural,Medium,Yes,Low,Yes,Yes,No
5034,31,Female,School,Same,Others,Rural,Low,No,Middle,Yes,Yes,Yes
5035,36,Female,Postgraduate,Different,Muslim,Rural,Medium,No,Middle,No,Yes,No
5036,34,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
5037,20,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
5038,28,Female,School,Same,Hindu,Rural,Medium,Yes,Middle,Yes,No,No
5039,27,Male,School,Same,Muslim,Urban,Low,No,Middle,No,Yes,No
5040,25,Male,School,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
5041,21,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
5042,27,Male,Graduate,Same,Muslim,Urban,High,No,Low,Yes,No,No
5043,35,Male,Graduate,Different,Hindu,Rural,High,No,Middle,Yes,Yes,No
5044,29,Male,Graduate,Same,Sikh,Urban,High,No,Middle,Yes,No,Yes
5045,31,Male,School,Same,Others,Urban,High,No,Middle,No,Yes,No
5046,20,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
5047,18,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
5048,22,Male,PhD,Same,Hindu,Urban,High,No,Low,Yes,Yes,No
5049,32,Male,Postgraduate,Same,Hindu,Rural,Medium,Yes,Middle,Yes,No,No
5050,28,Female,School,Same,Hindu,Urban,Medium,Yes,Low,No,No,No
5051,26,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
5052,26,Male,Postgraduate,Different,Muslim,Urban,Medium,Yes,Middle,Yes,No,No
5053,21,Male,School,Same,Hindu,Urban,Low,No,Middle,No,Yes,No
5054,18,Male,PhD,Different,Hindu,Urban,High,No,Low,No,No,No
5055,29,Male,School,Same,Muslim,Urban,High,Yes,High,No,No,No
5056,31,Female,Graduate,Same,Hindu,Urban,Low,No,Low,Yes,Yes,Yes
5057,21,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,No,Yes,Yes
5058,33,Male,PhD,Different,Hindu,Urban,Medium,No,Low,No,No,No
5059,26,Male,Graduate,Same,Muslim,Urban,High,No,High,No,Yes,No
5060,27,Male,Postgraduate,Same,Hindu,Rural,Medium,No,High,Yes,Yes,No
5061,21,Male,Graduate,Different,Muslim,Rural,Low,No,Low,Yes,No,No
5062,37,Female,Graduate,Same,Christian,Urban,Low,No,Middle,Yes,No,No
5063,31,Female,School,Same,Hindu,Urban,High,Yes,Middle,Yes,No,Yes
5064,24,Female,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
5065,37,Male,Postgraduate,Same,Others,Rural,Medium,No,High,No,No,No
5066,27,Female,Graduate,Same,Christian,Rural,High,No,Low,Yes,No,Yes
5067,33,Female,School,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
5068,19,Male,Graduate,Same,Muslim,Urban,High,No,Low,Yes,Yes,No
5069,20,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
5070,22,Female,PhD,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
5071,23,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
5072,27,Female,School,Same,Hindu,Urban,High,No,Low,No,No,No
5073,18,Male,Postgraduate,Same,Hindu,Rural,Low,No,Low,No,No,No
5074,27,Female,Postgraduate,Different,Hindu,Urban,Low,No,Middle,Yes,No,No
5075,25,Female,Postgraduate,Different,Christian,Rural,Low,No,Middle,Yes,No,Yes
5076,33,Female,School,Same,Muslim,Urban,High,No,Middle,No,No,No
5077,38,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
5078,35,Male,Postgraduate,Same,Hindu,Rural,Low,No,Middle,No,No,Yes
